pathway_id	pathway_name	genes	control_cohort	count_with_plp_case	count_without_plp_case	count_with_plp_control	count_without_plp_control	p	OR	ci.int1	ci.int2	FDR	database
path:hsa04650	Natural killer cell mediated cytotoxicity	KIR2DS2,MICA,KLRC4-KLRK1,LOC102723407,VAV3,HCST,KIR3DL3,SH2D1B,RAET1E,CSF2,RAET1L,PTK2B,FCER1G,FCGR3A,FCGR3B,KLRK1,FYN,SHC2,NCR3,LAT,GRB2,GZMB,HLA-A,HLA-B,HLA-C,HLA-E,HLA-G,HRAS,ICAM1,ICAM2,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNAR1,IFNAR2,IFNB1,IFNG,IFNGR1,IFNGR2,RAET1G,FAS,FASLG,ITGAL,ITGB2,ARAF,KIR2DL1,KIR2DL2,KIR2DL3,KIR2DS1,KIR2DS3,KIR2DS4,KIR2DS5,KIR3DL1,KIR3DL2,KLRC1,KLRC2,KLRC3,KLRD1,KRAS,LCK,LCP2,SHC4,SH2D1A,MICB,NFATC1,NFATC2,NRAS,PAK1,CD244,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG1,SHC3,PLCG2,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRF1,PRKCA,PRKCB,PRKCG,MAPK1,MAPK3,MAP2K1,MAP2K2,KIR2DL5A,PTPN6,PTPN11,RAC1,RAC2,RAC3,RAF1,BID,SH3BP2,SHC1,SOS1,SOS2,BRAF,SYK,TNF,TYROBP,VAV1,VAV2,LAT2,ZAP70,ULBP3,ULBP2,ULBP1,CASP3,PIK3R3,TNFSF10,TNFRSF10B,TNFRSF10A,CD247,NCR2,NCR1,CD48	PMBB_noCancer	43	795	310	7759	0.076522838	1.353716033	0.952218137	1.884320894	1	KEGG
path:hsa04650	Natural killer cell mediated cytotoxicity	KIR2DS2,MICA,KLRC4-KLRK1,LOC102723407,VAV3,HCST,KIR3DL3,SH2D1B,RAET1E,CSF2,RAET1L,PTK2B,FCER1G,FCGR3A,FCGR3B,KLRK1,FYN,SHC2,NCR3,LAT,GRB2,GZMB,HLA-A,HLA-B,HLA-C,HLA-E,HLA-G,HRAS,ICAM1,ICAM2,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNAR1,IFNAR2,IFNB1,IFNG,IFNGR1,IFNGR2,RAET1G,FAS,FASLG,ITGAL,ITGB2,ARAF,KIR2DL1,KIR2DL2,KIR2DL3,KIR2DS1,KIR2DS3,KIR2DS4,KIR2DS5,KIR3DL1,KIR3DL2,KLRC1,KLRC2,KLRC3,KLRD1,KRAS,LCK,LCP2,SHC4,SH2D1A,MICB,NFATC1,NFATC2,NRAS,PAK1,CD244,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG1,SHC3,PLCG2,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRF1,PRKCA,PRKCB,PRKCG,MAPK1,MAPK3,MAP2K1,MAP2K2,KIR2DL5A,PTPN6,PTPN11,RAC1,RAC2,RAC3,RAF1,BID,SH3BP2,SHC1,SOS1,SOS2,BRAF,SYK,TNF,TYROBP,VAV1,VAV2,LAT2,ZAP70,ULBP3,ULBP2,ULBP1,CASP3,PIK3R3,TNFSF10,TNFRSF10B,TNFRSF10A,CD247,NCR2,NCR1,CD48	PMBB_noTumor	43	795	257	6038	0.168640311	1.27070588	0.890159712	1.777183664	1	KEGG
path:hsa05170	Human immunodeficiency virus 1 infection	AKT3,AP1M2,APOBEC3A_B,PAK4,TAB1,GNB5,BUB1B-PAK6,CFL1,CFL2,CHEK1,CHUK,CGAS,AP1S1,CCR5,AP1S3,CRK,CRKL,APOBEC3D,MAPK14,AP1B1,CALML6,AP1G1,DDB1,APOBEC3H,APOBEC3A,APOBEC3F,AKT1,AKT2,PTK2B,TAB2,FBXW11,FOS,MTOR,SAMHD1,APOBEC3C,GNA11,GNAI1,GNAI2,GNAI3,GNAO1,GNAQ,GNB1,GNB2,GNB3,GNG3,GNG4,GNG5,GNG7,GNG10,GNG11,GNGT1,GNGT2,TBK1,PDIA3,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,HRAS,STING1,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNB1,FAS,IKBKB,FASLG,IRAK1,IRF3,ITPR1,ITPR2,ITPR3,JUN,KRAS,LIMK1,LIMK2,MYD88,ATM,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKBIA,NRAS,WEE2,PAK1,PAK2,PAK3,IRAK4,GNG13,CALML5,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG1,PLCG2,CYCS,GNG2,ATR,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCA,PRKCB,PRKCG,MAPK1,MAPK3,GNG12,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,MAP2K1,MAP2K2,MAP2K3,MAP2K6,MAP2K7,B2M,PAK6,PAK5,BAD,PTK2,BAK1,BAX,PXN,RAC1,RAC2,RAC3,RAF1,GNB4,BCL2,RELA,BCL2L1,APOBEC3G,RPS6KB1,RPS6KB2,MAPK12,BID,SKP1,BST2,MAP3K7,TAP1,TAP2,TAPBP,ELOC,ELOB,TLR2,TLR4,TNF,TNFRSF1A,TNFRSF1B,TRAF2,TRAF5,TRAF6,WEE1,CXCR4,CALM1,CALM2,CUL5,CALM3,CALML3,CALR,CASP3,CASP8,CASP9,CUL4B,CUL4A,CUL1,PIK3R3,IKBKG,TRIM5,CCNB3,TRADD,RIPK1,FADD,AP1S2,AP1G2,AP1M1,CCNB1,BTRC,CCNB2,CD3D,CD3E,CD3G,CALML4,CD247,CD4,GNG8,APOBEC3B,RNF7,DCAF1,CDK1,CDC25C,RBX1	gnomAD	40	798	1491	72532	1.56e-6	2.438257162	1.721458445	3.366482739	5.2456e-4	KEGG
path:hsa04657	IL-17 signaling pathway	DEFB4B,CEBPB,TRAF3IP2,IL17F,CHUK,IL17RE,MAPK14,CSF2,CSF3,DEFB4A,ELAVL1,MAPK15,TAB2,FOS,FOSB,IL17RA,TAB3,IL17C,IL17B,TBK1,CXCL1,CXCL2,CXCL3,GSK3B,USP25,HSP90AA1,HSP90AB1,S100A7A,IFNG,IKBKB,IL1B,IL4,IL5,IL6,CXCL8,IL13,IL17A,CXCL10,JUN,JUND,LCN2,MMP1,MMP3,MMP9,MMP13,MUC5AC,NFKB1,NFKBIA,ANAPC5,IL17D,IL17RB,MAPK1,MAPK3,MAPK4,MAPK6,MAPK7,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,PTGS2,RELA,S100A7,S100A8,S100A9,MAPK12,CCL2,CCL7,CCL11,CCL17,CCL20,CXCL6,CXCL5,SRSF1,IL25,MAP3K7,TNF,TNFAIP3,HSP90B1,TRAF2,TRAF3,TRAF5,TRAF6,MUC5B,FOSL1,CASP3,CASP8,IL17RC,IKBKG,TRADD,FADD,TRAF4,IKBKE	PMBB_noCancer	17	821	103	7966	0.081753948	1.601320136	0.893769325	2.707122399	1	KEGG
path:hsa04657	IL-17 signaling pathway	DEFB4B,CEBPB,TRAF3IP2,IL17F,CHUK,IL17RE,MAPK14,CSF2,CSF3,DEFB4A,ELAVL1,MAPK15,TAB2,FOS,FOSB,IL17RA,TAB3,IL17C,IL17B,TBK1,CXCL1,CXCL2,CXCL3,GSK3B,USP25,HSP90AA1,HSP90AB1,S100A7A,IFNG,IKBKB,IL1B,IL4,IL5,IL6,CXCL8,IL13,IL17A,CXCL10,JUN,JUND,LCN2,MMP1,MMP3,MMP9,MMP13,MUC5AC,NFKB1,NFKBIA,ANAPC5,IL17D,IL17RB,MAPK1,MAPK3,MAPK4,MAPK6,MAPK7,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,PTGS2,RELA,S100A7,S100A8,S100A9,MAPK12,CCL2,CCL7,CCL11,CCL17,CCL20,CXCL6,CXCL5,SRSF1,IL25,MAP3K7,TNF,TNFAIP3,HSP90B1,TRAF2,TRAF3,TRAF5,TRAF6,MUC5B,FOSL1,CASP3,CASP8,IL17RC,IKBKG,TRADD,FADD,TRAF4,IKBKE	PMBB_noTumor	17	821	82	6213	0.113216657	1.568765139	0.867557711	2.683935822	1	KEGG
path:hsa04658	Th1 and Th2 cell differentiation	DLL3,RBPJL,CHUK,MAPK14,JAG1,FOS,GATA3,LAT,DLL1,TBX21,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IFNG,IFNGR1,IFNGR2,RBPJ,IKBKB,IL2,IL2RA,IL2RB,IL2RG,IL4,IL4R,IL5,IL12A,IL12B,IL12RB1,IL12RB2,IL13,JAG2,JAK1,JAK2,JAK3,JUN,LCK,MAF,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,NOTCH1,NOTCH2,NOTCH3,PLCG1,DLL4,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,MAML3,PRKCQ,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,RELA,MAPK12,STAT1,STAT4,STAT5A,STAT5B,STAT6,TYK2,ZAP70,MAML2,IKBKG,RUNX3,CD3D,CD3E,CD3G,CD247,CD4,MAML1	gnomAD	21	817	914	73109	0.002667262	2.055960223	1.259523284	3.183441878	0.89619988	KEGG
path:hsa04658	Th1 and Th2 cell differentiation	DLL3,RBPJL,CHUK,MAPK14,JAG1,FOS,GATA3,LAT,DLL1,TBX21,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IFNG,IFNGR1,IFNGR2,RBPJ,IKBKB,IL2,IL2RA,IL2RB,IL2RG,IL4,IL4R,IL5,IL12A,IL12B,IL12RB1,IL12RB2,IL13,JAG2,JAK1,JAK2,JAK3,JUN,LCK,MAF,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,NOTCH1,NOTCH2,NOTCH3,PLCG1,DLL4,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,MAML3,PRKCQ,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,RELA,MAPK12,STAT1,STAT4,STAT5A,STAT5B,STAT6,TYK2,ZAP70,MAML2,IKBKG,RUNX3,CD3D,CD3E,CD3G,CD247,CD4,MAML1	PMBB_noCancer	21	817	167	7902	0.377566971	1.216206104	0.729264013	1.9337021	1	KEGG
path:hsa04658	Th1 and Th2 cell differentiation	DLL3,RBPJL,CHUK,MAPK14,JAG1,FOS,GATA3,LAT,DLL1,TBX21,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IFNG,IFNGR1,IFNGR2,RBPJ,IKBKB,IL2,IL2RA,IL2RB,IL2RG,IL4,IL4R,IL5,IL12A,IL12B,IL12RB1,IL12RB2,IL13,JAG2,JAK1,JAK2,JAK3,JUN,LCK,MAF,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,NOTCH1,NOTCH2,NOTCH3,PLCG1,DLL4,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,MAML3,PRKCQ,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,RELA,MAPK12,STAT1,STAT4,STAT5A,STAT5B,STAT6,TYK2,ZAP70,MAML2,IKBKG,RUNX3,CD3D,CD3E,CD3G,CD247,CD4,MAML1	PMBB_noTumor	21	817	116	6179	0.181424083	1.369098942	0.811920625	2.20708529	1	KEGG
path:hsa04659	Th17 cell differentiation	EBI3,IL17F,CHUK,MAPK14,IL23R,AHR,FOS,IL27,MTOR,GATA3,LAT,TBX21,HIF1A,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HSP90AA1,HSP90AB1,IFNG,IFNGR1,IFNGR2,IKBKB,IL1B,IL1R1,IL1RAP,IL2,IL2RA,IL2RB,IL2RG,IL4,IL4R,IL6,IL6R,IL6ST,IL12RB1,IL17A,IRF4,JAK1,JAK2,JAK3,JUN,LCK,SMAD2,SMAD3,SMAD4,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,IL21R,IL22,FOXP3,IL23A,PLCG1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCQ,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,IL21,RARA,RELA,RORA,RORC,RXRA,RXRB,RXRG,MAPK12,STAT1,STAT3,STAT5A,STAT5B,STAT6,TGFB1,TGFBR1,TGFBR2,TYK2,ZAP70,IKBKG,RUNX1,CD3D,CD3E,CD3G,CD247,CD4,IL27RA	gnomAD	22	816	795	73228	2.74803e-4	2.483326935	1.53869127	3.812502918	0.092333959	KEGG
path:hsa04659	Th17 cell differentiation	EBI3,IL17F,CHUK,MAPK14,IL23R,AHR,FOS,IL27,MTOR,GATA3,LAT,TBX21,HIF1A,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HSP90AA1,HSP90AB1,IFNG,IFNGR1,IFNGR2,IKBKB,IL1B,IL1R1,IL1RAP,IL2,IL2RA,IL2RB,IL2RG,IL4,IL4R,IL6,IL6R,IL6ST,IL12RB1,IL17A,IRF4,JAK1,JAK2,JAK3,JUN,LCK,SMAD2,SMAD3,SMAD4,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,IL21R,IL22,FOXP3,IL23A,PLCG1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCQ,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,IL21,RARA,RELA,RORA,RORC,RXRA,RXRB,RXRG,MAPK12,STAT1,STAT3,STAT5A,STAT5B,STAT6,TGFB1,TGFBR1,TGFBR2,TYK2,ZAP70,IKBKG,RUNX1,CD3D,CD3E,CD3G,CD247,CD4,IL27RA	PMBB_noCancer	22	816	181	7888	0.465315939	1.174930645	0.714138998	1.846967082	1	KEGG
path:hsa04659	Th17 cell differentiation	EBI3,IL17F,CHUK,MAPK14,IL23R,AHR,FOS,IL27,MTOR,GATA3,LAT,TBX21,HIF1A,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HSP90AA1,HSP90AB1,IFNG,IFNGR1,IFNGR2,IKBKB,IL1B,IL1R1,IL1RAP,IL2,IL2RA,IL2RB,IL2RG,IL4,IL4R,IL6,IL6R,IL6ST,IL12RB1,IL17A,IRF4,JAK1,JAK2,JAK3,JUN,LCK,SMAD2,SMAD3,SMAD4,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,IL21R,IL22,FOXP3,IL23A,PLCG1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCQ,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,IL21,RARA,RELA,RORA,RORC,RXRA,RXRB,RXRG,MAPK12,STAT1,STAT3,STAT5A,STAT5B,STAT6,TGFB1,TGFBR1,TGFBR2,TYK2,ZAP70,IKBKG,RUNX1,CD3D,CD3E,CD3G,CD247,CD4,IL27RA	PMBB_noTumor	22	816	126	6169	0.244378194	1.319949272	0.794006345	2.101837617	1	KEGG
path:hsa05166	Human T-cell leukemia virus 1 infection	AKT3,CDK2,CDK4,CDKN1A,CDKN2A,CDKN2B,CDKN2C,ANAPC10,CREB3,KAT5,ADCY1,PTTG2,ADCY2,ADCY3,ADCY5,CHEK1,ADCY6,CHEK2,ADCY7,ADCY8,CHUK,ADCY9,TNFRSF13C,ANAPC16,CREB1,ATF2,CREBBP,ATF6B,CSF2,CREB3L4,DLG1,E2F1,E2F2,E2F3,EGR1,EGR2,ADCY4,CRTC2,ELK1,ELK4,EP300,AKT1,AKT2,ETS1,ETS2,FDPS,CRTC1,FOS,CDC26,ANAPC13,ANAPC15,KAT2A,GPS2,SLC25A4,SLC25A5,SLC25A6,ANAPC2,ANAPC4,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,HRAS,XIAP,ICAM1,IKBKB,IL1R1,IL2,IL2RA,IL2RB,IL2RG,IL6,IL15,IL15RA,ITGAL,ITGB2,JAK1,JAK3,JUN,KRAS,TBPL2,LCK,LTA,LTBR,MAD2L1,SMAD2,SMAD3,SMAD4,MAP3K1,MAP3K3,MMP7,MSX1,MSX2,MYC,ATF4,ATM,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKB2,NFKBIA,NFYB,NRAS,ANAPC5,ANAPC7,ANAPC11,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,POLB,ATR,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKACA,PRKACB,PRKACG,VAC14,MAPK1,MAPK3,MAPK8,MAPK9,MAPK10,MAP2K1,MAP2K2,B2M,PTEN,BAX,RAN,RANBP1,RB1,CCND1,RELA,RELB,BCL2L1,MAP2K4,ANAPC1,CREB3L2,CRTC3,SLC2A1,SPI1,SRF,STAT5A,STAT5B,TBP,TCF3,BUB1B,TERT,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TSPO,TLN1,TNF,TNFRSF1A,TP53,VDAC1,VDAC2,VDAC3,XPO1,ZFP36,IL1R2,FOSL1,CALR,CANX,TRRAP,SLC25A31,TLN2,MAD1L1,CREB3L3,RANBP3,PIK3R3,IKBKG,CDC23,NRP1,KAT2B,CDC16,CCNA2,CCNA1,CCND2,CCND3,CCNE1,MAP3K14,CREB3L1,CCNB2,CCNE2,CD3D,CD3E,CD3G,BUB3,CD4,PTTG1,TBPL1,CD40,CREB5,ESPL1,CDC20,CDC27	gnomAD	57	781	1735	72288	3.65e-12	3.04070515	2.272056394	4.000603311	1.23e-9	KEGG
path:hsa04660	T cell receptor signaling pathway	AKT3,RASGRP1,CDK4,PAK4,VAV3,BUB1B-PAK6,MALT1,CHUK,MAP3K8,MAPK14,CSF2,CTLA4,DLG1,AKT1,AKT2,FOS,FYN,LAT,GRB2,GSK3B,ICOS,HRAS,IFNG,IKBKB,IL2,IL4,IL5,IL10,ITK,JUN,KRAS,RHOA,LCK,LCP2,NCK1,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,NRAS,PAK1,PAK2,PAK3,PDCD1,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCQ,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,MAP2K1,MAP2K2,MAP2K7,PAK6,PAK5,PTPN6,PTPRC,RAF1,RELA,MAPK12,SOS1,SOS2,MAP3K7,TEC,TNF,VAV1,VAV2,ZAP70,NCK2,CARD11,PIK3R3,IKBKG,CBLB,BCL10,MAP3K14,CD3D,CD3E,CD3G,CD247,CD4,CD8A,CD8B,CD8B2,CD28,GRAP2,CD40LG,CDC42	PMBB_noCancer	15	823	106	7963	0.269918085	1.369125087	0.736686476	2.375708621	1	KEGG
path:hsa04660	T cell receptor signaling pathway	AKT3,RASGRP1,CDK4,PAK4,VAV3,BUB1B-PAK6,MALT1,CHUK,MAP3K8,MAPK14,CSF2,CTLA4,DLG1,AKT1,AKT2,FOS,FYN,LAT,GRB2,GSK3B,ICOS,HRAS,IFNG,IKBKB,IL2,IL4,IL5,IL10,ITK,JUN,KRAS,RHOA,LCK,LCP2,NCK1,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,NRAS,PAK1,PAK2,PAK3,PDCD1,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCQ,MAPK1,MAPK3,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,MAP2K1,MAP2K2,MAP2K7,PAK6,PAK5,PTPN6,PTPRC,RAF1,RELA,MAPK12,SOS1,SOS2,MAP3K7,TEC,TNF,VAV1,VAV2,ZAP70,NCK2,CARD11,PIK3R3,IKBKG,CBLB,BCL10,MAP3K14,CD3D,CD3E,CD3G,CD247,CD4,CD8A,CD8B,CD8B2,CD28,GRAP2,CD40LG,CDC42	PMBB_noTumor	15	823	80	6215	0.202032783	1.415849051	0.753664454	2.491678138	1	KEGG
path:hsa05016	Huntington disease	NDUFC2-KCTD14,PPIF,ACTR1B,ACTR1A,DNAL4,PSMD14,TUBA1B,TUBB3,TUBB4A,TUBB4B,ATP5PD,CREB3,DCTN2,DCTN6,PPARGC1A,UQCR11,ADRM1,DCTN3,TUBA3E,TUBA3D,AP2M1,AP2S1,CLTA,CLTB,CLTC,COX6B2,NDUFA11,DNAH14,COX4I1,COX5B,COX6A1,COX6A2,COX6B1,COX6C,COX7A1,COX7A2,COX7B,COX7C,COX8A,CREB1,CREBBP,PSMA8,DNAH2,KLC3,CREB3L4,CYC1,AP2A1,AP2A2,AP2B1,DCTN1,COX7B2,DLG4,DNAH5,DNAH6,DNAH8,DNAH9,DNAH10,DNAH12,TUBB,EP300,ERN1,ATG14,ATG2A,RCOR1,PLCB1,POLR2J2,MTOR,GPX6,SIN3A,DNAH1,WIPI2,DNAI1,UQCRQ,BBC3,GNAQ,GPX1,GPX2,GPX3,GPX5,GPX7,GRIA1,GRIA2,GRIA3,GRIA4,GRIN1,GRIN2B,SLC25A4,GRM5,SLC25A5,SLC25A6,UQCR10,NRBF2,HTT,HDAC1,HDAC2,PIK3R4,HIP1,APAF1,COX8C,TUBB8,TUBB2B,ITPR1,NDUFS7,KCNJ10,KIF5A,KIF5B,KIF5C,KLC1,TBPL2,MAP3K5,MAP3K10,UQCRHL,BECN2,ATP6,ATP8,COX1,COX2,COX3,CYTB,ND1,ND2,ND3,ND4,ND4L,ND5,ND6,NDUFA1,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFA10,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFB10,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFV1,NDUFS4,NDUFS5,NDUFS6,NDUFS8,NDUFV2,NDUFV3,NRF1,GPX8,ATP5F1A,ATP5F1B,ATP5F1C,NDUFA13,DCTN4,ATP5F1D,ATP5F1E,ATP5PB,ATP5MC1,ATP5MC2,ATP5MC3,TUBA8,ATP5PF,PIK3C3,PLCB2,PLCB3,PLCB4,ATP5PO,CYCS,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,NDUFB11,PPARG,POLR2J3,WIPI1,IFT57,ATG2B,DNAH3,AMBRA1,ACTR10,NDUFA12,MAPK8,MAPK9,MAPK10,MAP2K7,DNAH7,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,NDUFA4L2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSMD11,PSMD12,PSMD13,BAX,REST,ATG101,BDNF,SDHA,SDHB,SDHC,SDHD,DNAI2,CREB3L2,KLC2,SLC1A2,SLC1A3,SOD1,SOD2,SP1,STX1A,TAF4,TAF4B,TBP,TFAM,TGM2,TP53,TRAF2,TUBA4A,TUBA3C,TUBB2A,UCP1,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRH,VDAC1,VDAC2,VDAC3,CACNA1B,DNALI1,TUBA1A,SEM1,TUBAL3,TUBB1,CLTCL1,SLC25A31,DNAL1,CASP3,ULK1,CASP8,CASP9,DCTN5,TUBB6,CREB3L3,COX4I2,TUBA1C,DNAH17,BECN1,DNAH11,KLC4,HAP1,CREB3L1,COX7A2L,COX5A,TBPL1,CREB5,ULK2,ATG13,RB1CC1,PSMD6	gnomAD	95	743	3294	70729	4.26e-16	2.745356641	2.187246626	3.413141158	1.43e-13	KEGG
path:hsa04662	B cell receptor signaling pathway	AKT3,LOC102723407,LOC102725035,LILRB2,VAV3,LILRB1,MALT1,LILRB5,LILRB4,LILRA1,LILRB3,LILRA3,LILRA2,CHUK,PIK3AP1,CR2,AKT1,AKT2,FCGR2B,FOS,LILRA4,RASGRP3,DAPP1,GRB2,GSK3B,BLNK,HRAS,LILRA5,IKBKB,INPP5D,INPPL1,JUN,KRAS,LYN,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,NRAS,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG2,BANK1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCB,MAPK1,MAPK3,MAP2K1,MAP2K2,PTPN6,RAC1,RAC2,RAC3,RAF1,RELA,BLK,SOS1,SOS2,SYK,BTK,VAV1,VAV2,LILRA6,CARD11,PIK3R3,IKBKG,IFITM1,BCL10,CD19,CD22,CD72,CD79A,CD79B,CD81	PMBB_noCancer	15	823	202	7867	0.238621233	0.709845698	0.388107787	1.206396681	1	KEGG
