pathway_name	n_plp	n_no_plp	OR	p	ci.int1	ci.int2	padj	cohort	perc_plp	fraction
Calcium signaling pathway	57	773	NA	NA	NA	NA	NA	PBTA	6.8674698795180715	57/830
cGMP-PKG signaling pathway	37	793	NA	NA	NA	NA	NA	PBTA	4.457831325301205	37/830
cAMP signaling pathway	50	780	NA	NA	NA	NA	NA	PBTA	6.024096385542169	50/830
Cytokine-cytokine receptor interaction	25	805	NA	NA	NA	NA	NA	PBTA	3.0120481927710845	25/830
Viral protein interaction with cytokine and cytokine receptor	3	827	NA	NA	NA	NA	NA	PBTA	0.3614457831325301	3/830
Chemokine signaling pathway	23	807	NA	NA	NA	NA	NA	PBTA	2.7710843373493974	23/830
NF-kappa B signaling pathway	18	812	NA	NA	NA	NA	NA	PBTA	2.1686746987951806	18/830
HIF-1 signaling pathway	21	809	NA	NA	NA	NA	NA	PBTA	2.5301204819277108	21/830
FoxO signaling pathway	26	804	NA	NA	NA	NA	NA	PBTA	3.132530120481928	26/830
Phosphatidylinositol signaling system	26	804	NA	NA	NA	NA	NA	PBTA	3.132530120481928	26/830
Sphingolipid signaling pathway	28	802	NA	NA	NA	NA	NA	PBTA	3.3734939759036147	28/830
Phospholipase D signaling pathway	33	797	NA	NA	NA	NA	NA	PBTA	3.975903614457831	33/830
Neuroactive ligand-receptor interaction	43	787	NA	NA	NA	NA	NA	PBTA	5.1807228915662655	43/830
Cell cycle	50	780	NA	NA	NA	NA	NA	PBTA	6.024096385542169	50/830
Oocyte meiosis	17	813	NA	NA	NA	NA	NA	PBTA	2.0481927710843375	17/830
Ubiquitin mediated proteolysis	14	816	NA	NA	NA	NA	NA	PBTA	1.6867469879518073	14/830
SNARE interactions in vesicular transport	2	828	NA	NA	NA	NA	NA	PBTA	0.24096385542168677	2/830
Protein processing in endoplasmic reticulum	27	803	NA	NA	NA	NA	NA	PBTA	3.2530120481927707	27/830
Lysosome	72	758	NA	NA	NA	NA	NA	PBTA	8.674698795180722	72/830
Endocytosis	23	807	NA	NA	NA	NA	NA	PBTA	2.7710843373493974	23/830
Phagosome	37	793	NA	NA	NA	NA	NA	PBTA	4.457831325301205	37/830
Peroxisome	29	801	NA	NA	NA	NA	NA	PBTA	3.493975903614458	29/830
Efferocytosis	49	781	NA	NA	NA	NA	NA	PBTA	5.903614457831325	49/830
AMPK signaling pathway	63	767	NA	NA	NA	NA	NA	PBTA	7.590361445783132	63/830
Apoptosis	33	797	NA	NA	NA	NA	NA	PBTA	3.975903614457831	33/830
Necroptosis	25	805	NA	NA	NA	NA	NA	PBTA	3.0120481927710845	25/830
Cardiac muscle contraction	15	815	NA	NA	NA	NA	NA	PBTA	1.8072289156626504	15/830
Adrenergic signaling in cardiomyocytes	33	797	NA	NA	NA	NA	NA	PBTA	3.975903614457831	33/830
Vascular smooth muscle contraction	18	812	NA	NA	NA	NA	NA	PBTA	2.1686746987951806	18/830
Wnt signaling pathway	30	800	NA	NA	NA	NA	NA	PBTA	3.614457831325301	30/830
Notch signaling pathway	8	822	NA	NA	NA	NA	NA	PBTA	0.9638554216867471	8/830
Hedgehog signaling pathway	25	805	NA	NA	NA	NA	NA	PBTA	3.0120481927710845	25/830
TGF-beta signaling pathway	19	811	NA	NA	NA	NA	NA	PBTA	2.289156626506024	19/830
Axon guidance	26	804	NA	NA	NA	NA	NA	PBTA	3.132530120481928	26/830
VEGF signaling pathway	4	826	NA	NA	NA	NA	NA	PBTA	0.48192771084337355	4/830
Apelin signaling pathway	25	805	NA	NA	NA	NA	NA	PBTA	3.0120481927710845	25/830
Osteoclast differentiation	16	814	NA	NA	NA	NA	NA	PBTA	1.9277108433734942	16/830
Hippo signaling pathway	33	797	NA	NA	NA	NA	NA	PBTA	3.975903614457831	33/830
Focal adhesion	56	774	NA	NA	NA	NA	NA	PBTA	6.746987951807229	56/830
ECM-receptor interaction	54	776	NA	NA	NA	NA	NA	PBTA	6.506024096385541	54/830
Cell adhesion molecules	23	807	NA	NA	NA	NA	NA	PBTA	2.7710843373493974	23/830
Adherens junction	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
Tight junction	47	783	NA	NA	NA	NA	NA	PBTA	5.662650602409639	47/830
Gap junction	15	815	NA	NA	NA	NA	NA	PBTA	1.8072289156626504	15/830
Signaling pathways regulating pluripotency of stem cells	21	809	NA	NA	NA	NA	NA	PBTA	2.5301204819277108	21/830
Complement and coagulation cascades	41	789	NA	NA	NA	NA	NA	PBTA	4.9397590361445785	41/830
Platelet activation	20	810	NA	NA	NA	NA	NA	PBTA	2.4096385542168677	20/830
Neutrophil extracellular trap formation	23	807	NA	NA	NA	NA	NA	PBTA	2.7710843373493974	23/830
Renin-angiotensin system	3	827	NA	NA	NA	NA	NA	PBTA	0.3614457831325301	3/830
Toll-like receptor signaling pathway	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
NOD-like receptor signaling pathway	28	802	NA	NA	NA	NA	NA	PBTA	3.3734939759036147	28/830
RIG-I-like receptor signaling pathway	7	823	NA	NA	NA	NA	NA	PBTA	0.8433734939759037	7/830
Cytosolic DNA-sensing pathway	15	815	NA	NA	NA	NA	NA	PBTA	1.8072289156626504	15/830
C-type lectin receptor signaling pathway	10	820	NA	NA	NA	NA	NA	PBTA	1.2048192771084338	10/830
JAK-STAT signaling pathway	23	807	NA	NA	NA	NA	NA	PBTA	2.7710843373493974	23/830
Hematopoietic cell lineage	17	813	NA	NA	NA	NA	NA	PBTA	2.0481927710843375	17/830
Natural killer cell mediated cytotoxicity	14	816	NA	NA	NA	NA	NA	PBTA	1.6867469879518073	14/830
IL-17 signaling pathway	7	823	NA	NA	NA	NA	NA	PBTA	0.8433734939759037	7/830
Th1 and Th2 cell differentiation	14	816	NA	NA	NA	NA	NA	PBTA	1.6867469879518073	14/830
Th17 cell differentiation	11	819	NA	NA	NA	NA	NA	PBTA	1.3253012048192772	11/830
T cell receptor signaling pathway	16	814	NA	NA	NA	NA	NA	PBTA	1.9277108433734942	16/830
B cell receptor signaling pathway	9	821	NA	NA	NA	NA	NA	PBTA	1.0843373493975903	9/830
Fc epsilon RI signaling pathway	6	824	NA	NA	NA	NA	NA	PBTA	0.7228915662650602	6/830
Fc gamma R-mediated phagocytosis	11	819	NA	NA	NA	NA	NA	PBTA	1.3253012048192772	11/830
TNF signaling pathway	7	823	NA	NA	NA	NA	NA	PBTA	0.8433734939759037	7/830
Leukocyte transendothelial migration	16	814	NA	NA	NA	NA	NA	PBTA	1.9277108433734942	16/830
Intestinal immune network for IgA production	3	827	NA	NA	NA	NA	NA	PBTA	0.3614457831325301	3/830
Circadian rhythm	5	825	NA	NA	NA	NA	NA	PBTA	0.6024096385542169	5/830
Circadian entrainment	23	807	NA	NA	NA	NA	NA	PBTA	2.7710843373493974	23/830
Long-term potentiation	11	819	NA	NA	NA	NA	NA	PBTA	1.3253012048192772	11/830
Synaptic vesicle cycle	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
Neurotrophin signaling pathway	22	808	NA	NA	NA	NA	NA	PBTA	2.6506024096385543	22/830
Retrograde endocannabinoid signaling	23	807	NA	NA	NA	NA	NA	PBTA	2.7710843373493974	23/830
Glutamatergic synapse	18	812	NA	NA	NA	NA	NA	PBTA	2.1686746987951806	18/830
Cholinergic synapse	24	806	NA	NA	NA	NA	NA	PBTA	2.891566265060241	24/830
Serotonergic synapse	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
GABAergic synapse	11	819	NA	NA	NA	NA	NA	PBTA	1.3253012048192772	11/830
Dopaminergic synapse	22	808	NA	NA	NA	NA	NA	PBTA	2.6506024096385543	22/830
Long-term depression	22	808	NA	NA	NA	NA	NA	PBTA	2.6506024096385543	22/830
Olfactory transduction	8	822	NA	NA	NA	NA	NA	PBTA	0.9638554216867471	8/830
Taste transduction	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
Phototransduction	13	817	NA	NA	NA	NA	NA	PBTA	1.566265060240964	13/830
Inflammatory mediator regulation of TRP channels	15	815	NA	NA	NA	NA	NA	PBTA	1.8072289156626504	15/830
Regulation of actin cytoskeleton	45	785	NA	NA	NA	NA	NA	PBTA	5.421686746987952	45/830
Motor proteins	86	744	NA	NA	NA	NA	NA	PBTA	10.361445783132531	86/830
Insulin signaling pathway	42	788	NA	NA	NA	NA	NA	PBTA	5.0602409638554215	42/830
Insulin secretion	17	813	NA	NA	NA	NA	NA	PBTA	2.0481927710843375	17/830
GnRH signaling pathway	14	816	NA	NA	NA	NA	NA	PBTA	1.6867469879518073	14/830
Ovarian steroidogenesis	22	808	NA	NA	NA	NA	NA	PBTA	2.6506024096385543	22/830
Progesterone-mediated oocyte maturation	6	824	NA	NA	NA	NA	NA	PBTA	0.7228915662650602	6/830
Estrogen signaling pathway	19	811	NA	NA	NA	NA	NA	PBTA	2.289156626506024	19/830
Melanogenesis	24	806	NA	NA	NA	NA	NA	PBTA	2.891566265060241	24/830
Prolactin signaling pathway	17	813	NA	NA	NA	NA	NA	PBTA	2.0481927710843375	17/830
Thyroid hormone synthesis	27	803	NA	NA	NA	NA	NA	PBTA	3.2530120481927707	27/830
Adipocytokine signaling pathway	27	803	NA	NA	NA	NA	NA	PBTA	3.2530120481927707	27/830
Oxytocin signaling pathway	26	804	NA	NA	NA	NA	NA	PBTA	3.132530120481928	26/830
Glucagon signaling pathway	34	796	NA	NA	NA	NA	NA	PBTA	4.096385542168675	34/830
Regulation of lipolysis in adipocytes	10	820	NA	NA	NA	NA	NA	PBTA	1.2048192771084338	10/830
Renin secretion	15	815	NA	NA	NA	NA	NA	PBTA	1.8072289156626504	15/830
Aldosterone synthesis and secretion	37	793	NA	NA	NA	NA	NA	PBTA	4.457831325301205	37/830
Relaxin signaling pathway	27	803	NA	NA	NA	NA	NA	PBTA	3.2530120481927707	27/830
Cortisol synthesis and secretion	33	797	NA	NA	NA	NA	NA	PBTA	3.975903614457831	33/830
Parathyroid hormone synthesis, secretion and action	23	807	NA	NA	NA	NA	NA	PBTA	2.7710843373493974	23/830
GnRH secretion	27	803	NA	NA	NA	NA	NA	PBTA	3.2530120481927707	27/830
Type II diabetes mellitus	16	814	NA	NA	NA	NA	NA	PBTA	1.9277108433734942	16/830
Insulin resistance	41	789	NA	NA	NA	NA	NA	PBTA	4.9397590361445785	41/830
Non-alcoholic fatty liver disease	28	802	NA	NA	NA	NA	NA	PBTA	3.3734939759036147	28/830
AGE-RAGE signaling pathway in diabetic complications	24	806	NA	NA	NA	NA	NA	PBTA	2.891566265060241	24/830
Cushing syndrome	48	782	NA	NA	NA	NA	NA	PBTA	5.783132530120482	48/830
Growth hormone synthesis, secretion and action	23	807	NA	NA	NA	NA	NA	PBTA	2.7710843373493974	23/830
Alcoholic liver disease	30	800	NA	NA	NA	NA	NA	PBTA	3.614457831325301	30/830
Type I diabetes mellitus	1	829	NA	NA	NA	NA	NA	PBTA	0.12048192771084339	1/830
Maturity onset diabetes of the young	8	822	NA	NA	NA	NA	NA	PBTA	0.9638554216867471	8/830
Aldosterone-regulated sodium reabsorption	8	822	NA	NA	NA	NA	NA	PBTA	0.9638554216867471	8/830
Vasopressin-regulated water reabsorption	11	819	NA	NA	NA	NA	NA	PBTA	1.3253012048192772	11/830
Proximal tubule bicarbonate reclamation	7	823	NA	NA	NA	NA	NA	PBTA	0.8433734939759037	7/830
Collecting duct acid secretion	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
Salivary secretion	18	812	NA	NA	NA	NA	NA	PBTA	2.1686746987951806	18/830
Gastric acid secretion	28	802	NA	NA	NA	NA	NA	PBTA	3.3734939759036147	28/830
Pancreatic secretion	32	798	NA	NA	NA	NA	NA	PBTA	3.8554216867469884	32/830
Carbohydrate digestion and absorption	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
Protein digestion and absorption	46	784	NA	NA	NA	NA	NA	PBTA	5.542168674698795	46/830
Fat digestion and absorption	17	813	NA	NA	NA	NA	NA	PBTA	2.0481927710843375	17/830
Bile secretion	43	787	NA	NA	NA	NA	NA	PBTA	5.1807228915662655	43/830
Vitamin digestion and absorption	22	808	NA	NA	NA	NA	NA	PBTA	2.6506024096385543	22/830
Mineral absorption	28	802	NA	NA	NA	NA	NA	PBTA	3.3734939759036147	28/830
Cholesterol metabolism	41	789	NA	NA	NA	NA	NA	PBTA	4.9397590361445785	41/830
Alzheimer disease	50	780	NA	NA	NA	NA	NA	PBTA	6.024096385542169	50/830
Parkinson disease	44	786	NA	NA	NA	NA	NA	PBTA	5.301204819277109	44/830
Spinocerebellar ataxia	25	805	NA	NA	NA	NA	NA	PBTA	3.0120481927710845	25/830
Prion disease	39	791	NA	NA	NA	NA	NA	PBTA	4.698795180722891	39/830
Pathways of neurodegeneration	106	724	NA	NA	NA	NA	NA	PBTA	12.771084337349398	106/830
Cocaine addiction	9	821	NA	NA	NA	NA	NA	PBTA	1.0843373493975903	9/830
Amphetamine addiction	10	820	NA	NA	NA	NA	NA	PBTA	1.2048192771084338	10/830
Morphine addiction	11	819	NA	NA	NA	NA	NA	PBTA	1.3253012048192772	11/830
Nicotine addiction	3	827	NA	NA	NA	NA	NA	PBTA	0.3614457831325301	3/830
Alcoholism	13	817	NA	NA	NA	NA	NA	PBTA	1.566265060240964	13/830
Bacterial invasion of epithelial cells	5	825	NA	NA	NA	NA	NA	PBTA	0.6024096385542169	5/830
Vibrio cholerae infection	25	805	NA	NA	NA	NA	NA	PBTA	3.0120481927710845	25/830
Epithelial cell signaling in Helicobacter pylori infection	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
Pathogenic Escherichia coli infection	23	807	NA	NA	NA	NA	NA	PBTA	2.7710843373493974	23/830
Shigellosis	39	791	NA	NA	NA	NA	NA	PBTA	4.698795180722891	39/830
Salmonella infection	37	793	NA	NA	NA	NA	NA	PBTA	4.457831325301205	37/830
Pertussis	10	820	NA	NA	NA	NA	NA	PBTA	1.2048192771084338	10/830
Legionellosis	8	822	NA	NA	NA	NA	NA	PBTA	0.9638554216867471	8/830
Yersinia infection	16	814	NA	NA	NA	NA	NA	PBTA	1.9277108433734942	16/830
Leishmaniasis	15	815	NA	NA	NA	NA	NA	PBTA	1.8072289156626504	15/830
Chagas disease	14	816	NA	NA	NA	NA	NA	PBTA	1.6867469879518073	14/830
African trypanosomiasis	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
Malaria	30	800	NA	NA	NA	NA	NA	PBTA	3.614457831325301	30/830
Toxoplasmosis	32	798	NA	NA	NA	NA	NA	PBTA	3.8554216867469884	32/830
Amoebiasis	34	796	NA	NA	NA	NA	NA	PBTA	4.096385542168675	34/830
Staphylococcus aureus infection	17	813	NA	NA	NA	NA	NA	PBTA	2.0481927710843375	17/830
Tuberculosis	33	797	NA	NA	NA	NA	NA	PBTA	3.975903614457831	33/830
Hepatitis C	34	796	NA	NA	NA	NA	NA	PBTA	4.096385542168675	34/830
Hepatitis B	33	797	NA	NA	NA	NA	NA	PBTA	3.975903614457831	33/830
Influenza A	23	807	NA	NA	NA	NA	NA	PBTA	2.7710843373493974	23/830
Human T-cell leukemia virus 1 infection	47	783	NA	NA	NA	NA	NA	PBTA	5.662650602409639	47/830
Human immunodeficiency virus 1 infection	28	802	NA	NA	NA	NA	NA	PBTA	3.3734939759036147	28/830
Coronavirus disease	33	797	NA	NA	NA	NA	NA	PBTA	3.975903614457831	33/830
Transcriptional misregulation in cancer	35	795	NA	NA	NA	NA	NA	PBTA	4.216867469879518	35/830
Chemical carcinogenesis	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
Proteoglycans in cancer	48	782	NA	NA	NA	NA	NA	PBTA	5.783132530120482	48/830
MicroRNAs in cancer	62	768	NA	NA	NA	NA	NA	PBTA	7.46987951807229	62/830
Chemical carcinogenesis	36	794	NA	NA	NA	NA	NA	PBTA	4.337349397590361	36/830
Chemical carcinogenesis	29	801	NA	NA	NA	NA	NA	PBTA	3.493975903614458	29/830
Colorectal cancer	28	802	NA	NA	NA	NA	NA	PBTA	3.3734939759036147	28/830
Renal cell carcinoma	13	817	NA	NA	NA	NA	NA	PBTA	1.566265060240964	13/830
Bladder cancer	16	814	NA	NA	NA	NA	NA	PBTA	1.9277108433734942	16/830
Acute myeloid leukemia	8	822	NA	NA	NA	NA	NA	PBTA	0.9638554216867471	8/830
Small cell lung cancer	43	787	NA	NA	NA	NA	NA	PBTA	5.1807228915662655	43/830
Breast cancer	41	789	NA	NA	NA	NA	NA	PBTA	4.9397590361445785	41/830
Gastric cancer	34	796	NA	NA	NA	NA	NA	PBTA	4.096385542168675	34/830
Central carbon metabolism in cancer	25	805	NA	NA	NA	NA	NA	PBTA	3.0120481927710845	25/830
PD-L1 expression and PD-1 checkpoint pathway in cancer	15	815	NA	NA	NA	NA	NA	PBTA	1.8072289156626504	15/830
Asthma	2	828	NA	NA	NA	NA	NA	PBTA	0.24096385542168677	2/830
Autoimmune thyroid disease	6	824	NA	NA	NA	NA	NA	PBTA	0.7228915662650602	6/830
Inflammatory bowel disease	2	828	NA	NA	NA	NA	NA	PBTA	0.24096385542168677	2/830
Systemic lupus erythematosus	9	821	NA	NA	NA	NA	NA	PBTA	1.0843373493975903	9/830
Rheumatoid arthritis	17	813	NA	NA	NA	NA	NA	PBTA	2.0481927710843375	17/830
Allograft rejection	1	829	NA	NA	NA	NA	NA	PBTA	0.12048192771084339	1/830
Graft-versus-host disease	1	829	NA	NA	NA	NA	NA	PBTA	0.12048192771084339	1/830
Primary immunodeficiency	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
Hypertrophic cardiomyopathy	45	785	NA	NA	NA	NA	NA	PBTA	5.421686746987952	45/830
Arrhythmogenic right ventricular cardiomyopathy	24	806	NA	NA	NA	NA	NA	PBTA	2.891566265060241	24/830
Dilated cardiomyopathy	45	785	NA	NA	NA	NA	NA	PBTA	5.421686746987952	45/830
Diabetic cardiomyopathy	35	795	NA	NA	NA	NA	NA	PBTA	4.216867469879518	35/830
Viral myocarditis	25	805	NA	NA	NA	NA	NA	PBTA	3.0120481927710845	25/830
Lipid and atherosclerosis	43	787	NA	NA	NA	NA	NA	PBTA	5.1807228915662655	43/830
Fluid shear stress and atherosclerosis	23	807	NA	NA	NA	NA	NA	PBTA	2.7710843373493974	23/830
