pathway_name	plot_group	n_plp	n_no_plp	OR	p	ci.int1	ci.int2	padj	cohort	perc_plp	fraction	hist_pathway
WNT SIGNALING PATHWAY	Other high-grade glioma	147	6148	4.916967383532568	4.7517316283181364e-4	2.004188741185125	10.500849983729243	0.05084352842300406	PMBB	2.335186656076251	147/6295	Other high-grade glioma: WNT SIGNALING PATHWAY
NON SMALL CELL LUNG CANCER	Choroid plexus tumor	643	73380	22.806022133010323	4.892452002041833e-4	4.224306610898739	80.93531781348223	0.01908056280796315	gnomAD	0.8686489334396067	643/74023	Choroid plexus tumor: NON SMALL CELL LUNG CANCER
MEDICUS: ATR P21 CELL CYCLE G2 M	Pineoblastoma	43	6252	95.82734818572946	4.921662699437867e-4	7.840063763597967	878.5826859602859	0.003937330159550293	PMBB	0.6830818109610802	43/6295	Pineoblastoma: MEDICUS: ATR P21 CELL CYCLE G2 M
CHRONIC MYELOID LEUKEMIA	Choroid plexus tumor	652	73371	22.51370636130082	5.093151155890743e-4	4.165563367913194	79.71601644479487	0.0198632895079739	gnomAD	0.8808073166448266	652/74023	Choroid plexus tumor: CHRONIC MYELOID LEUKEMIA
MEDICUS: CDC25 CELL CYCLE G2 M	Pineoblastoma	531	73492	92.30795364734944	5.100478307799743e-4	7.686321333970665	798.4541726642055	0.004080382646239795	gnomAD	0.71734460910798	531/74023	Pineoblastoma: MEDICUS: CDC25 CELL CYCLE G2 M
MEDICUS: HEDGEHOG SIGNALING PATHWAY PTCH CORECEPTOR	Medulloblastoma	116	73907	20.549194192469038	5.170421859220019e-4	4.103143752593493	63.41329257817267	0.06204506231064022	gnomAD	0.15670805020061332	116/74023	Medulloblastoma: MEDICUS: HEDGEHOG SIGNALING PATHWAY PTCH CORECEPTOR
CELL CYCLE	Other high-grade glioma	150	6145	4.817366971889393	5.402007110041674e-4	1.9638827970169848	10.28116027109689	0.057801476077445915	PMBB	2.3828435266084194	150/6295	Other high-grade glioma: CELL CYCLE
AMYOTROPHIC LATERAL SCLEROSIS ALS	Other high-grade glioma	639	73384	8.086759200670153	5.425316012774343e-4	2.539227488320676	19.86774905035606	0.05805088133668547	gnomAD	0.8632452075706198	639/74023	Other high-grade glioma: AMYOTROPHIC LATERAL SCLEROSIS ALS
NON SMALL CELL LUNG CANCER	Choroid plexus tumor	55	6240	22.640901430788674	5.445637938136407e-4	4.084524224615319	83.27605454410084	0.021237987958731986	PMBB	0.8737092930897538	55/6295	Choroid plexus tumor: NON SMALL CELL LUNG CANCER
MEDICUS ENV FACTOR METALS TO NFKB SIGNALING PATHWAY	Atypical Teratoid Rhabdoid Tumor	114	73909	51.865228677648325	8.323102747705598e-4	5.882720932385274	212.4712248450736	0.024969308243116793	gnomAD	0.15400618726612	114/74023	Atypical Teratoid Rhabdoid Tumor: MEDICUS ENV FACTOR METALS TO NFKB SIGNALING PATHWAY
PATHWAYS IN CANCER	Medulloblastoma	499	5796	2.6798035284654995	8.630108031767148e-4	1.4976993243298715	4.560938421755488	0.10356129638120577	PMBB	7.926926131850676	499/6295	Medulloblastoma: PATHWAYS IN CANCER
MEDICUS: CDC25 CELL CYCLE G2 M	Pineoblastoma	58	6237	71.21462481579267	8.757348607444665e-4	5.84700501695908	643.9639847127543	0.007005878885955732	PMBB	0.9213661636219221	58/6295	Pineoblastoma: MEDICUS: CDC25 CELL CYCLE G2 M
ENDOMETRIAL CANCER	Other high-grade glioma	89	6206	5.972691211410617	8.851134709109467e-4	2.065703378332903	14.180777741770196	0.0947071413874713	PMBB	1.413820492454329	89/6295	Other high-grade glioma: ENDOMETRIAL CANCER
MEDICUS: REGULATION OF GF RTK RAS ERK SIGNALING UBIQUITINATION OF RTK BY CBL	Craniopharyngioma	817	73206	10.238440632434937	9.059185676390056e-4	2.637643558377166	28.730183996693864	0.0317071498673652	gnomAD	1.1037110087405266	817/74023	Craniopharyngioma: MEDICUS: REGULATION OF GF RTK RAS ERK SIGNALING UBIQUITINATION OF RTK BY CBL
CYTOSOLIC DNA SENSING PATHWAY	Non-neoplastic tumor	41	6254	18.2535714469463	9.122735052539858e-4	3.3973392745279205	63.480520043235074	0.027368205157619573	PMBB	0.6513105639396346	41/6295	Non-neoplastic tumor: CYTOSOLIC DNA SENSING PATHWAY
ENDOMETRIAL CANCER	Choroid plexus tumor	801	73222	18.283014906764766	9.216453883828532e-4	3.385416235073761	64.77378115174018	0.03594417014693128	gnomAD	1.0820961052645799	801/74023	Choroid plexus tumor: ENDOMETRIAL CANCER
MEDICUS: REGULATION OF GF RTK RAS ERK SIGNALING UBIQUITINATION OF RTK BY CBL	Craniopharyngioma	69	6226	10.298141301557436	9.846363668307321e-4	2.588941224346897	29.96989344385222	0.034462272839075624	PMBB	1.096108022239873	69/6295	Craniopharyngioma: MEDICUS: REGULATION OF GF RTK RAS ERK SIGNALING UBIQUITINATION OF RTK BY CBL
NEUROTROPHIN SIGNALING PATHWAY	Choroid plexus tumor	841	73182	17.40055705861468	0.0010598863712879525	3.2229658162294283	61.59556023723693	0.04133556848023015	gnomAD	1.1361333639544466	841/74023	Choroid plexus tumor: NEUROTROPHIN SIGNALING PATHWAY
MISMATCH REPAIR	Other high-grade glioma	442	73581	9.248461029327856	0.0011801431068732891	2.442749812203837	24.886738111371816	0.12627531243544193	gnomAD	0.5971117085230266	442/74023	Other high-grade glioma: MISMATCH REPAIR
LYSINE DEGRADATION	Other CNS embryonal tumor	1495	72528	18.190545711572383	0.0012079253114473186	3.105019567469681	75.94874863886285	0.01691095436026246	gnomAD	2.0196425435337666	1495/74023	Other CNS embryonal tumor: LYSINE DEGRADATION
APOPTOSIS	Other high-grade glioma	1169	72854	5.34159641072848	0.0013360877387639202	1.892035936310161	12.255399242413548	0.14296138804773945	gnomAD	1.5792388852113532	1169/74023	Other high-grade glioma: APOPTOSIS
CHRONIC MYELOID LEUKEMIA	Choroid plexus tumor	76	6219	16.33429656667747	0.0013442825777324756	2.9704951962351327	59.37114181547085	0.052427020531566546	PMBB	1.2073073868149324	76/6295	Choroid plexus tumor: CHRONIC MYELOID LEUKEMIA
MEDICUS: DOUBLE STRAND BREAK SIGNALING	Pineoblastoma	873	73150	55.78832335750511	0.0013628861092424018	4.658520384574252	495.3686896772388	0.010903088873939214	gnomAD	1.17936317090634	873/74023	Pineoblastoma: MEDICUS: DOUBLE STRAND BREAK SIGNALING
BUTANOATE METABOLISM	Other CNS embryonal tumor	1566	72457	17.34984508503502	0.0013800457509745999	2.9614973067169683	72.27971246333925	0.019320640513644398	gnomAD	2.1155586777082798	1566/74023	Other CNS embryonal tumor: BUTANOATE METABOLISM
MISMATCH REPAIR	Other high-grade glioma	38	6257	9.136924326329645	0.0014849286802111608	2.308795970914519	26.3735530821343	0.1588873687825942	PMBB	0.6036536934074662	38/6295	Other high-grade glioma: MISMATCH REPAIR
LYSINE DEGRADATION	Other CNS embryonal tumor	135	6160	17.081169815893585	0.0014876324900473007	2.887178931431351	72.054106020557	0.02082685486066221	PMBB	2.144559173947578	135/6295	Other CNS embryonal tumor: LYSINE DEGRADATION
NEUROTROPHIN SIGNALING PATHWAY	Choroid plexus tumor	79	6216	15.708659461515209	0.0014974119566942214	2.858681871528054	57.029067223627415	0.05839906631107463	PMBB	1.254964257347101	79/6295	Choroid plexus tumor: NEUROTROPHIN SIGNALING PATHWAY
PROSTATE CANCER	Choroid plexus tumor	83	6212	14.944995305613809	0.0017180988491657544	2.721943376393435	54.19383489332399	0.06700585511746442	PMBB	1.3185067513899922	83/6295	Choroid plexus tumor: PROSTATE CANCER
CHRONIC MYELOID LEUKEMIA	Atypical Teratoid Rhabdoid Tumor	652	73371	14.06942867308032	0.0017202346226393478	2.704399256761281	46.48742565180781	0.051607038679180435	gnomAD	0.8808073166448266	652/74023	Atypical Teratoid Rhabdoid Tumor: CHRONIC MYELOID LEUKEMIA
MEDICUS ENV FACTOR METALS TO NFKB SIGNALING PATHWAY	Atypical Teratoid Rhabdoid Tumor	13	6282	38.50859854807995	0.001782365517237649	4.013662870100266	184.33462017128673	0.053470965517129466	PMBB	0.20651310563939632	13/6295	Atypical Teratoid Rhabdoid Tumor: MEDICUS ENV FACTOR METALS TO NFKB SIGNALING PATHWAY
MEDICUS: DOUBLE STRAND BREAK SIGNALING	Pineoblastoma	84	6211	48.99900353753716	0.0017934128433192713	4.049765461700248	439.48129546972046	0.01434730274655417	PMBB	1.334392374900715	84/6295	Pineoblastoma: MEDICUS: DOUBLE STRAND BREAK SIGNALING
APOPTOSIS	Other high-grade glioma	103	6192	5.14951903974473	0.0018081521927309158	1.787180658976093	12.162562512846387	0.193472284622208	PMBB	1.6362192216044478	103/6295	Other high-grade glioma: APOPTOSIS
NEUROTROPHIN SIGNALING PATHWAY	Other high-grade glioma	841	73182	6.127526193244127	0.0018157807565334827	1.9256280167856117	15.03247460705132	0.19428854094908266	gnomAD	1.1361333639544466	841/74023	Other high-grade glioma: NEUROTROPHIN SIGNALING PATHWAY
PROSTATE CANCER	Choroid plexus tumor	1020	73003	14.317444208686387	0.0018378592325296065	2.651898559957473	50.76650465325195	0.07167651006865465	gnomAD	1.3779500965915998	1020/74023	Choroid plexus tumor: PROSTATE CANCER
CYTOSOLIC DNA SENSING PATHWAY	Non-neoplastic tumor	643	73380	13.687184503977747	0.0018402359307715392	2.6396688971011586	44.994192569101486	0.05520707792314618	gnomAD	0.8686489334396067	643/74023	Non-neoplastic tumor: CYTOSOLIC DNA SENSING PATHWAY
TRYPTOPHAN METABOLISM	Other CNS embryonal tumor	1766	72257	15.33544086314473	0.0019462577315764395	2.6190268765360747	64.10209471476522	0.02724760824207015	gnomAD	2.385744971157613	1766/74023	Other CNS embryonal tumor: TRYPTOPHAN METABOLISM
TRYPTOPHAN METABOLISM	Other CNS embryonal tumor	149	6146	15.436456526121068	0.0019652942182798497	2.612837832590988	65.20576919183736	0.027514119055917895	PMBB	2.366957903097697	149/6295	Other CNS embryonal tumor: TRYPTOPHAN METABOLISM
MEDICUS: MUTATION INACTIVATED ERBB4 TO NRG ERBB4 PI3K SIGNALING PATHWAY	Craniopharyngioma	122	73901	32.708692910642554	0.0019785358209038944	3.7801445722002796	129.6134541766622	0.0692487537316363	gnomAD	0.16481363900409332	122/74023	Craniopharyngioma: MEDICUS: MUTATION INACTIVATED ERBB4 TO NRG ERBB4 PI3K SIGNALING PATHWAY
P53 SIGNALING PATHWAY	Pineoblastoma	1056	72967	46.04845599686116	0.001983076398309915	3.8423886016506454	400.3918206157338	0.01586461118647932	gnomAD	1.42658362941248	1056/74023	Pineoblastoma: P53 SIGNALING PATHWAY
BUTANOATE METABOLISM	Other CNS embryonal tumor	151	6144	15.227577625772696	0.0020405002409452774	2.5777669785214776	64.34847583126223	0.028567003373233882	PMBB	2.3987291501191423	151/6295	Other CNS embryonal tumor: BUTANOATE METABOLISM
ENDOMETRIAL CANCER	Choroid plexus tumor	89	6206	13.927933878981785	0.002085795767220729	2.5391822073513763	50.52088349372617	0.08134603492160843	PMBB	1.413820492454329	89/6295	Choroid plexus tumor: ENDOMETRIAL CANCER
MEDICUS: HEDGEHOG SIGNALING PATHWAY PTCH CORECEPTOR	Medulloblastoma	15	6280	13.485768692301559	0.0022756281181627105	2.460922942297303	48.849441182916514	0.27307537417952527	PMBB	0.23828435266084197	15/6295	Medulloblastoma: MEDICUS: HEDGEHOG SIGNALING PATHWAY PTCH CORECEPTOR
MEDICUS: MUTATION INACTIVATED ERBB4 TO NRG ERBB4 PI3K SIGNALING PATHWAY	Craniopharyngioma	10	6285	33.83212683488271	0.0023452104384199	3.4886156783680224	166.4259727296116	0.0820823653446965	PMBB	0.15885623510722796	10/6295	Craniopharyngioma: MEDICUS: MUTATION INACTIVATED ERBB4 TO NRG ERBB4 PI3K SIGNALING PATHWAY
APOPTOSIS	Pineoblastoma	1169	72854	41.53597982582126	0.002422064190184599	3.4658383517668034	361.40880348016634	0.01937651352147679	gnomAD	1.5792388852113532	1169/74023	Pineoblastoma: APOPTOSIS
P53 SIGNALING PATHWAY	Low-grade glioma	110	6185	2.944415937170368	0.0025606873457993578	1.4065221082828154	5.585452020927591	0.6145649629918458	PMBB	1.7474185861795075	110/6295	Low-grade glioma: P53 SIGNALING PATHWAY
APOPTOSIS	Pineoblastoma	103	6192	39.930605060560325	0.0026628415780013057	3.3027011456054334	351.0640808758551	0.021302732624010445	PMBB	1.6362192216044478	103/6295	Pineoblastoma: APOPTOSIS
MEDICUS: MISMATCH REPAIR	Other high-grade glioma	559	73464	7.301362955361839	0.0027465463993592157	1.9301927111155308	19.611296899329016	0.2938804647314361	gnomAD	0.7551706901908867	559/74023	Other high-grade glioma: MEDICUS: MISMATCH REPAIR
P53 SIGNALING PATHWAY	Pineoblastoma	110	6185	37.35709341773618	0.003024753458919299	3.091484273652499	328.40293979386826	0.024198027671354393	PMBB	1.7474185861795075	110/6295	Pineoblastoma: P53 SIGNALING PATHWAY
MEDICUS: STEROID HORMONE BIOSYNTHESIS PROGESTERONE TO CORTISOL CORTISONE	Other high-grade glioma	22	6273	11.70306334449329	0.003106826687595103	2.1943654936227737	40.26236925135254	0.33243045557267603	PMBB	0.34948371723590155	22/6295	Other high-grade glioma: MEDICUS: STEROID HORMONE BIOSYNTHESIS PROGESTERONE TO CORTISOL CORTISONE
NEUROTROPHIN SIGNALING PATHWAY	Other high-grade glioma	79	6216	5.5375008849533325	0.0031369059945385073	1.6986153461668523	14.087589652242325	0.3356489414156203	PMBB	1.254964257347101	79/6295	Other high-grade glioma: NEUROTROPHIN SIGNALING PATHWAY
MEDICUS: NRG ERBB4 PI3K SIGNALING PATHWAY	Craniopharyngioma	155	73868	25.768339749905536	0.0031425933409428893	2.9813292386012153	101.32461738077237	0.10999076693300112	gnomAD	0.20939437742323333	155/74023	Craniopharyngioma: MEDICUS: NRG ERBB4 PI3K SIGNALING PATHWAY
PATHWAYS IN CANCER	Other high-grade glioma	5385	68638	2.6300816333908066	0.003192881140947448	1.3268931649466944	4.831286235735495	0.3416382820813769	gnomAD	7.2747659511233	5385/74023	Other high-grade glioma: PATHWAYS IN CANCER
MEDICUS: MISMATCH REPAIR	Other high-grade glioma	48	6247	7.225080059409332	0.003283032472027584	1.843249942633892	20.519138229848885	0.3512844745069515	PMBB	0.7625099285146942	48/6295	Other high-grade glioma: MEDICUS: MISMATCH REPAIR
INSULIN SIGNALING PATHWAY	Low-grade glioma	2416	71607	2.3131755631182234	0.0033739065389553733	1.2955119100534525	3.8558232272476243	0.8097375693492895	gnomAD	3.2638504248679463	2416/74023	Low-grade glioma: INSULIN SIGNALING PATHWAY
MEDICUS: CYTOKINE JAK STAT SIGNALING PATHWAY	Other CNS embryonal tumor	50	6245	27.645033764863076	0.003498004098789575	2.8395181089180244	138.47048695960186	0.048972057383054046	PMBB	0.7942811755361397	50/6295	Other CNS embryonal tumor: MEDICUS: CYTOKINE JAK STAT SIGNALING PATHWAY
NEUROTROPHIN SIGNALING PATHWAY	Atypical Teratoid Rhabdoid Tumor	841	73182	10.874867770976826	0.0035194198673846938	2.092417755813674	35.88949256133456	0.10558259602154081	gnomAD	1.1361333639544466	841/74023	Atypical Teratoid Rhabdoid Tumor: NEUROTROPHIN SIGNALING PATHWAY
MEDICUS: REGULATION OF GF RTK RAS ERK SIGNALING SPRED AND NF1	Mixed neuronal-glial tumor	80	73943	23.999901175923874	0.003526408163031539	2.8079507258501213	92.60844154248136	0.2503749795752393	gnomAD	0.10807451737973332	80/74023	Mixed neuronal-glial tumor: MEDICUS: REGULATION OF GF RTK RAS ERK SIGNALING SPRED AND NF1
MEDICUS: NRG ERBB4 PI3K SIGNALING PATHWAY	Craniopharyngioma	13	6282	26.015207838322656	0.0036877609672442864	2.7586708004301594	121.58629372494293	0.12907163385355003	PMBB	0.20651310563939632	13/6295	Craniopharyngioma: MEDICUS: NRG ERBB4 PI3K SIGNALING PATHWAY
CELL CYCLE	Pineoblastoma	1456	72567	33.217899267160675	0.0037261680948891852	2.7725296167550133	289.58089102195856	0.029809344759113482	gnomAD	1.9669562163111467	1456/74023	Pineoblastoma: CELL CYCLE
PROSTATE CANCER	Other high-grade glioma	83	6212	5.267893707261373	0.0038365805351207607	1.6178163447083949	13.366419668637985	0.4105141172579214	PMBB	1.3185067513899922	83/6295	Other high-grade glioma: PROSTATE CANCER
MAPK SIGNALING PATHWAY	Other high-grade glioma	3026	70997	3.1515431281512924	0.0038527138685439917	1.3800879871714522	6.355106283886937	0.4122403839342071	gnomAD	4.087918619888413	3026/74023	Other high-grade glioma: MAPK SIGNALING PATHWAY
MEDICUS: GF RTK PI3K SIGNALING PATHWAY	Craniopharyngioma	102	6193	6.932468757062541	0.0038855135125594677	1.7575765572686086	19.916309329644562	0.13599297293958137	PMBB	1.620333598093725	102/6295	Craniopharyngioma: MEDICUS: GF RTK PI3K SIGNALING PATHWAY
MEDICUS: ATR P21 CELL CYCLE G2 M	Choroid plexus tumor	389	73634	23.638202407557465	0.0040243091167408845	2.6298581623251263	100.85298394030431	0.15694805555289448	gnomAD	0.5255123407589533	389/74023	Choroid plexus tumor: MEDICUS: ATR P21 CELL CYCLE G2 M
MEDICUS: REGULATION OF GF RTK RAS ERK SIGNALING SPRED AND NF1	Mixed neuronal-glial tumor	6	6289	27.139364691379765	0.004046635902625583	2.6395391568799798	154.60789480386327	0.28731114908641636	PMBB	0.09531374106433678	6/6295	Mixed neuronal-glial tumor: MEDICUS: REGULATION OF GF RTK RAS ERK SIGNALING SPRED AND NF1
MEDICUS: ORIGIN UNWINDING AND ELONGATION	Other tumor	333	73690	23.30257779011264	0.00404893481034229	2.6199973101250817	97.04714408131099	0.08907656582753039	gnomAD	0.4498601785931399	333/74023	Other tumor: MEDICUS: ORIGIN UNWINDING AND ELONGATION
ENDOMETRIAL CANCER	Medulloblastoma	801	73222	5.021921642806128	0.004070040304372846	1.5883833478635476	12.203324736616551	0.48840483652474154	gnomAD	1.0820961052645799	801/74023	Medulloblastoma: ENDOMETRIAL CANCER
MEDICUS: HORMONE LIKE CYTOKINE TO JAK STAT SIGNALING PATHWAY	Other CNS embryonal tumor	653	73370	24.95585156582433	0.004077000614756241	2.6195934849133367	121.17817361839461	0.05707800860658737	gnomAD	0.8821582481120733	653/74023	Other CNS embryonal tumor: MEDICUS: HORMONE LIKE CYTOKINE TO JAK STAT SIGNALING PATHWAY
MEDICUS: P300 P21 CELL CYCLE G1 S	Choroid plexus tumor	392	73631	23.457221473856755	0.0040846195962987815	2.6096945521049095	100.08564489055077	0.15930016425565247	gnomAD	0.5295651351606933	392/74023	Choroid plexus tumor: MEDICUS: P300 P21 CELL CYCLE G1 S
PROSTATE CANCER	Other high-grade glioma	1020	73003	5.039668180891313	0.004124921897000947	1.5845031265013716	12.360113496927426	0.4413666429791013	gnomAD	1.3779500965915998	1020/74023	Other high-grade glioma: PROSTATE CANCER
GLYOXYLATE AND DICARBOXYLATE METABOLISM	Other tumor	338	73685	22.925512732538948	0.0041673314662457875	2.5812201376379713	95.59101660457578	0.09168129225740733	gnomAD	0.45661483592937324	338/74023	Other tumor: GLYOXYLATE AND DICARBOXYLATE METABOLISM
DNA REPLICATION	Other tumor	344	73679	22.542038253601113	0.004311521499409481	2.53617110669089	93.88850105892358	0.09485347298700858	gnomAD	0.4647204247328533	344/74023	Other tumor: DNA REPLICATION
GLYOXYLATE AND DICARBOXYLATE METABOLISM	Other tumor	28	6267	23.473204307600284	0.004330599038852444	2.535988989055828	105.35960895228534	0.09527317885475377	PMBB	0.4447974583002383	28/6295	Other tumor: GLYOXYLATE AND DICARBOXYLATE METABOLISM
MEDICUS: CYTOKINE JAK STAT SIGNALING PATHWAY	Other CNS embryonal tumor	674	73349	24.17538342735619	0.004335439050757096	2.5374115641842296	117.220849242466	0.06069614671059935	gnomAD	0.9105278089242533	674/74023	Other CNS embryonal tumor: MEDICUS: CYTOKINE JAK STAT SIGNALING PATHWAY
COLORECTAL CANCER	Atypical Teratoid Rhabdoid Tumor	910	73113	10.043843805334971	0.00438254484961068	1.9322213422576522	33.15338773769197	0.1314763454883204	gnomAD	1.2293476351944665	910/74023	Atypical Teratoid Rhabdoid Tumor: COLORECTAL CANCER
CHRONIC MYELOID LEUKEMIA	Atypical Teratoid Rhabdoid Tumor	76	6219	10.212443076019943	0.004426606586064342	1.9285234199448151	34.76722177401363	0.13279819758193026	PMBB	1.2073073868149324	76/6295	Atypical Teratoid Rhabdoid Tumor: CHRONIC MYELOID LEUKEMIA
MEDICUS: GF RTK PI3K SIGNALING PATHWAY	Craniopharyngioma	1272	72751	6.535946700095801	0.0044664648799198365	1.6849468662728684	18.311965306823925	0.15632627079719427	gnomAD	1.71838482633776	1272/74023	Craniopharyngioma: MEDICUS: GF RTK PI3K SIGNALING PATHWAY
MEDICUS: HORMONE LIKE CYTOKINE TO JAK STAT SIGNALING PATHWAY	Other CNS embryonal tumor	58	6237	23.823385710975902	0.004633850120383654	2.4537684317584336	118.95272588105843	0.06487390168537115	PMBB	0.9213661636219221	58/6295	Other CNS embryonal tumor: MEDICUS: HORMONE LIKE CYTOKINE TO JAK STAT SIGNALING PATHWAY
MEDICUS: GF RTK RAS PI3K SIGNALING PATHWAY	Craniopharyngioma	108	6187	6.541925958591837	0.004731222077736041	1.6600680137079609	18.763228504602633	0.16559277272076142	PMBB	1.715647339158062	108/6295	Craniopharyngioma: MEDICUS: GF RTK RAS PI3K SIGNALING PATHWAY
LIMONENE AND PINENE DEGRADATION	Other CNS embryonal tumor	717	73306	22.723431424142642	0.004887902623928805	2.3841647458634334	110.37584654403562	0.06843063673500327	gnomAD	0.96861786201586	717/74023	Other CNS embryonal tumor: LIMONENE AND PINENE DEGRADATION
NEUROTROPHIN SIGNALING PATHWAY	Atypical Teratoid Rhabdoid Tumor	79	6216	9.824111279329664	0.004915315309338755	1.855954529174105	33.362092612683	0.14745945928016266	PMBB	1.254964257347101	79/6295	Atypical Teratoid Rhabdoid Tumor: NEUROTROPHIN SIGNALING PATHWAY
MEDICUS: ORIGIN UNWINDING AND ELONGATION	Other tumor	30	6265	21.91617219076147	0.0049181627028853135	2.3736045583096654	97.88814276122295	0.1081995794634769	PMBB	0.47656870532168394	30/6295	Other tumor: MEDICUS: ORIGIN UNWINDING AND ELONGATION
MEDICUS: GF RTK RAS PI3K SIGNALING PATHWAY	Craniopharyngioma	1312	72711	6.333227603906478	0.004978828103180285	1.632750776085701	17.742466560634202	0.17425898361130998	gnomAD	1.7724220850276264	1312/74023	Craniopharyngioma: MEDICUS: GF RTK RAS PI3K SIGNALING PATHWAY
AMYOTROPHIC LATERAL SCLEROSIS ALS	Choroid plexus tumor	37	6258	21.071161824038207	0.005345657258115646	2.273478890447266	95.07731953186729	0.2084806330665102	PMBB	0.5877680698967435	37/6295	Choroid plexus tumor: AMYOTROPHIC LATERAL SCLEROSIS ALS
