"pathway_id"	"genes"	"pathway_name"	"count_with_plp_control"	"total_cohort_size_control"	"count_without_plp_control"	"count_with_plp_case"	"total_cohort_size_case"	"count_without_plp_case"	"p"	"OR"	"ci.int1"	"ci.int2"	"padj"	"ntests"
"KEGG_ALLOGRAFT_REJECTION"	"CD28,CD40,CD40LG,CD80,CD86,FAS,FASLG,GZMB,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,IFNG,IL10,IL12A,IL12B,IL2,IL4,IL5,PRF1,TNF"	"KEGG_ALLOGRAFT_REJECTION"	15	6295	6280	1	830	829	1	0.505063889670201	0.0119853206187632	3.29106300162683	1	677
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM"	"ACOX1,ACOX3,FADS2,JMJD7-PLA2G4B,PLA2G10,PLA2G12A,PLA2G12B,PLA2G1B,PLA2G2A,PLA2G2C,PLA2G2D,PLA2G2E,PLA2G2F,PLA2G3,PLA2G4A,PLA2G4B,PLA2G4E,PLA2G5,PLA2G6"	"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM"	13	6295	6282	3	830	827	0.42127068970028	1.7527790812425	0.319731204497134	6.3975978308097	1	677
"KEGG_ALZHEIMERS_DISEASE"	"ADAM10,ADAM17,APAF1,APBB1,APH1A,APOE,APP,ATF6,ATP2A1,ATP2A2,ATP2A3,ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5MC1,ATP5MC1P5,ATP5MC2,ATP5MC3,ATP5PB,ATP5PD,ATP5PF,ATP5PO,BACE1,BACE2,BAD,BID,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CALM1,CALM2,CALM3,CALML3,CALML5,CALML6,CAPN1,CAPN2,CASP3,CASP7,CASP8,CASP9,CDK5,CDK5R1,CHP1,CHP2,COX4I1,COX4I2,COX5A,COX5B,COX6A1,COX6A2,COX6B1,COX6B2,COX6C,COX6CP3,COX7A1,COX7A2,COX7A2L,COX7B,COX7B2,COX7C,COX8A,COX8C,CYC1,CYCS,EIF2AK3,ERN1,FADD,FAS,GAPDH,GNAQ,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GSK3B,HSD17B10,IDE,IL1B,ITPR1,ITPR2,ITPR3,LPL,LRP1,MAPK1,MAPK3,MAPT,MME,MT-ATP6,MT-ATP8,MT-CO1,MT-CO2,MT-CO3,MT-CYB,NAE1,NCSTN,NDUFA1,NDUFA10,NDUFA2,NDUFA3,NDUFA4,NDUFA4L2,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,NOS1,PLCB1,PLCB2,PLCB3,PLCB4,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PSEN1,PSEN2,PSENEN,RYR3,SDHA,SDHB,SDHC,SDHD,SNCA,TNF,TNFRSF1A,UQCR10,UQCR10P1,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRH,UQCRHL,UQCRQ"	"KEGG_ALZHEIMERS_DISEASE"	214	6295	6081	24	830	806	0.536931033962989	0.846163769707048	0.527045382970498	1.30309702971685	1	677
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM"	"AMDHD2,CHIA,CHIT1,CMAS,CYB5R1,CYB5R3,FCSK,FPGT,GALE,GALK1,GALK2,GALT,GCK,GFPT1,GFPT2,GFUS,GMDS,GMPPA,GMPPB,GNE,GNPDA1,GNPDA2,GNPNAT1,GPI,HEXA,HEXB,HK1,HK2,HK3,MPI,NAGK,NANP,NANS,NPL,PGM1,PGM2,PGM3,PMM1,PMM2,RENBP,UAP1,UGDH,UGP2,UXS1"	"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM"	188	6295	6107	27	830	803	0.665705322926361	1.0922574300483	0.69646171308397	1.65341795777116	1	677
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS"	"AARS1,AARS2,CARS1,CARS2,DARS1,DARS2,EARS2,EPRS1,FARS2,FARSA,FARSB,GARS1,HARS1,HARS2,IARS1,IARS2,KARS1,LARS1,LARS2,MARS1,MARS2,MTFMT,NARS1,NARS2,PARS2,PSTK,QARS1,RARS1,RARS2,SARS1,SARS2,SEPSECS,TARS1,TARS2,TARS3,VARS1,VARS2,WARS1,WARS2,YARS1,YARS2"	"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS"	240	6295	6055	19	830	811	0.0293114351437819	0.591102843104895	0.347707365656258	0.950150336198053	1	677
"KEGG_ARACHIDONIC_ACID_METABOLISM"	"AKR1C3,ALOX12,ALOX12B,ALOX15,ALOX15B,ALOX5,CBR1,CBR3,CYP2B6,CYP2C18,CYP2C19,CYP2C8,CYP2C9,CYP2E1,CYP2J2,CYP2U1,CYP4A11,CYP4A22,CYP4F2,CYP4F3,EPHX2,GGT1,GGT5,GGT6,GGT7,GPX1,GPX2,GPX3,GPX4,GPX5,GPX6,GPX7,HPGDS,JMJD7-PLA2G4B,LTA4H,LTC4S,PLA2G10,PLA2G12A,PLA2G12B,PLA2G1B,PLA2G2A,PLA2G2C,PLA2G2D,PLA2G2E,PLA2G2F,PLA2G3,PLA2G4A,PLA2G4B,PLA2G4E,PLA2G5,PLA2G6,PTGDS,PTGES,PTGES2,PTGIS,PTGS1,PTGS2,TBXAS1"	"KEGG_ARACHIDONIC_ACID_METABOLISM"	52	6295	6243	7	830	823	0.84074977073201	1.02114637268048	0.389993579717242	2.26698697370092	1	677
"KEGG_ARGININE_AND_PROLINE_METABOLISM"	"ACY1,AGMAT,ALDH18A1,ALDH1B1,ALDH2,ALDH3A2,ALDH4A1,ALDH7A1,ALDH9A1,AMD1,AOC1,ARG1,ARG2,ASL,ASS1,AZIN2,CKB,CKM,CKMT1A,CKMT1B,CKMT2,CPS1,DAO,GAMT,GATM,GLS,GLS2,GLUD1,GLUD2,GLUL,GOT1,GOT2,LAP3,MAOA,MAOB,NAGS,NOS1,NOS2,NOS3,OAT,ODC1,OTC,P4HA1,P4HA2,P4HA3,PRODH,PRODH2,PYCR1,PYCR2,PYCR3,SAT1,SAT2,SMS,SRM"	"KEGG_ARGININE_AND_PROLINE_METABOLISM"	139	6295	6156	22	830	808	0.386429071566408	1.20581711553107	0.727592940663773	1.91275912718402	1	677
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC"	"ACTB,ACTG1,ACTN1,ACTN2,ACTN3,ACTN4,ATP2A2,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CACNA2D1,CACNA2D2,CACNA2D3,CACNA2D4,CACNB1,CACNB2,CACNB3,CACNB4,CACNG1,CACNG2,CACNG3,CACNG4,CACNG5,CACNG6,CACNG7,CACNG8,CDH2,CTNNA1,CTNNA2,CTNNA3,CTNNB1,DAG1,DES,DMD,DSC2,DSG2,DSP,EMD,GJA1,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA6,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,JUP,LAMA2,LEF1,LMNA,PKP2,RYR2,SGCA,SGCB,SGCD,SGCG,SLC8A1,TCF7,TCF7L1,TCF7L2"	"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC"	242	6295	6053	19	830	811	0.0234594406574145	0.586024582055071	0.34476938878019	0.941878542607681	1	677
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM"	"ALDH1B1,ALDH2,ALDH3A2,ALDH7A1,ALDH9A1,MIOX,UGDH,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B11,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"	"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM"	68	6295	6227	7	830	823	0.716357064922917	0.77890210912941	0.300747966021958	1.7014715878307	1	677
"KEGG_ASTHMA"	"CCL11,CD40,CD40LG,EPX,FCER1A,FCER1G,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IL10,IL13,IL3,IL4,IL5,IL9,MS4A2,PRG2,RNASE3,TNF"	"KEGG_ASTHMA"	15	6295	6280	2	830	828	1	1.01127132592874	0.112013409331345	4.36084576945984	1	677
"KEGG_AUTOIMMUNE_THYROID_DISEASE"	"CD28,CD40,CD40LG,CD80,CD86,CGA,CTLA4,FAS,FASLG,GZMB,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,IFNA1,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IL10,IL2,IL4,IL5,PRF1,TG,TPO,TSHB,TSHR"	"KEGG_AUTOIMMUNE_THYROID_DISEASE"	84	6295	6211	6	830	824	0.183410475851383	0.538439240674653	0.191529287711241	1.22730203002479	1	677
"KEGG_AXON_GUIDANCE"	"ABL1,ABLIM1,ABLIM2,ABLIM3,ARHGEF12,CDC42,CDK5,CFL1,CFL2,CHP1,CHP2,CXCL12,CXCR4,DCC,DPYSL2,DPYSL5,EFNA1,EFNA2,EFNA3,EFNA4,EFNA5,EFNB1,EFNB2,EFNB3,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHA6,EPHA7,EPHA8,EPHB1,EPHB2,EPHB3,EPHB4,EPHB6,FES,FYN,GNAI1,GNAI2,GNAI3,GSK3B,HRAS,ITGB1,KRAS,L1CAM,LIMK1,LIMK2,LRRC4C,MAPK1,MAPK3,MET,NCK1,NCK2,NFAT5,NFATC1,NFATC2,NFATC3,NFATC4,NGEF,NRAS,NRP1,NTN1,NTN3,NTN4,NTNG1,PAK1,PAK2,PAK3,PAK4,PAK5,PAK6,PLXNA1,PLXNA2,PLXNA3,PLXNB1,PLXNB2,PLXNB3,PLXNC1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PTK2,RAC1,RAC2,RAC3,RASA1,RGS3,RHOA,RHOD,RND1,ROBO1,ROBO2,ROBO3,ROCK1,ROCK2,SEMA3A,SEMA3B,SEMA3C,SEMA3D,SEMA3E,SEMA3F,SEMA3G,SEMA4A,SEMA4B,SEMA4C,SEMA4D,SEMA4F,SEMA4G,SEMA5A,SEMA5B,SEMA6A,SEMA6B,SEMA6C,SEMA6D,SEMA7A,SLIT1,SLIT2,SLIT3,SRGAP1,SRGAP2,SRGAP3,UNC5A,UNC5B,UNC5C,UNC5D"	"KEGG_AXON_GUIDANCE"	91	6295	6204	9	830	821	0.528990723729615	0.747387467866257	0.329906587439252	1.48984430415694	1	677
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY"	"AKT1,AKT2,AKT3,BCL10,BLNK,BTK,CARD11,CD19,CD22,CD72,CD79A,CD79B,CD81,CHP1,CHP2,CHUK,CR2,DAPP1,FCGR2B,FOS,GRB2,GSK3B,HRAS,IFITM1,IKBKB,IKBKG,INPP5D,JUN,KRAS,LILRB3,LYN,MALT1,MAP2K1,MAP2K2,MAPK1,MAPK3,NFAT5,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKBIA,NFKBIB,NFKBIE,NRAS,PIK3AP1,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PLCG2,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCB,PTPN6,RAC1,RAC2,RAC3,RAF1,RASGRP3,RELA,SOS1,SOS2,SYK,VAV1,VAV2,VAV3"	"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY"	49	6295	6246	10	830	820	0.217726812182285	1.55438346976559	0.699217471177456	3.12164374872105	1	677
"KEGG_BASAL_TRANSCRIPTION_FACTORS"	"GTF2A1,GTF2A1L,GTF2A2,GTF2B,GTF2E1,GTF2E2,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2I,GTF2IRD1,STON1,TAF1,TAF10,TAF11,TAF12,TAF13,TAF1L,TAF2,TAF4,TAF4B,TAF5,TAF5L,TAF6,TAF6L,TAF7,TAF7L,TAF9,TAF9B,TBP,TBPL1,TBPL2"	"KEGG_BASAL_TRANSCRIPTION_FACTORS"	17	6295	6278	6	830	824	0.0435756520753835	2.68850383240068	0.865416968024678	7.17216706951713	1	677
"KEGG_BASE_EXCISION_REPAIR"	"APEX1,APEX2,FEN1,HMGB1,HMGB1P1,HMGB1P40,LIG1,LIG3,MBD4,MPG,MUTYH,NEIL1,NEIL2,NEIL3,NTHL1,OGG1,PARP1,PARP2,PARP3,PARP4,PCNA,POLB,POLD1,POLD2,POLD3,POLD4,POLE,POLE2,POLE3,POLE4,POLL,SMUG1,TDG,UNG,XRCC1"	"KEGG_BASE_EXCISION_REPAIR"	66	6295	6229	13	830	817	0.213379648258628	1.50163656440852	0.75638844603755	2.76313343772264	1	677
"KEGG_BETA_ALANINE_METABOLISM"	"ABAT,ACADM,ALDH1B1,ALDH2,ALDH3A2,ALDH7A1,ALDH9A1,AOC2,AOC3,CNDP1,DPYD,DPYS,ECHS1,EHHADH,GAD1,GAD2,HADHA,HIBCH,MLYCD,SMS,SRM,UPB1"	"KEGG_BETA_ALANINE_METABOLISM"	142	6295	6153	14	830	816	0.375800865507366	0.743451838581556	0.394377497390611	1.29693796885805	1	677
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS"	"ACAA1,ACOT1,ACOT2,ACOT4,ACOT7,ACOX1,ACOX3,BAAT,ELOVL2,ELOVL5,ELOVL6,FADS1,FADS2,HACD1,HACD2,HADHA,HSD17B12,PECR,SCD,SCD5,TECR,YOD1"	"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS"	15	6295	6280	3	830	827	0.458141209218907	1.51863026519076	0.281218453607963	5.38484689820758	1	677
"KEGG_BLADDER_CANCER"	"ARAF,BRAF,CCND1,CDH1,CDK4,CDKN1A,CDKN2A,CXCL8,DAPK1,DAPK2,DAPK3,E2F1,E2F2,E2F3,EGF,EGFR,ERBB2,FGFR3,HRAS,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,MDM2,MMP1,MMP2,MMP9,MYC,NRAS,PGF,RAF1,RASSF1,RB1,RPS6KA5,THBS1,TP53,TYMP,VEGFA,VEGFB,VEGFC,VEGFD"	"KEGG_BLADDER_CANCER"	65	6295	6230	16	830	814	0.0341239027586412	1.88365524139404	1.012197545424	3.31246277122251	1	677
"KEGG_BUTANOATE_METABOLISM"	"AACS,ABAT,ACADS,ACAT1,ACAT2,ACSM1,ACSM2A,ACSM3,ACSM4,ACSM5,AKR1B10,ALDH1B1,ALDH2,ALDH3A2,ALDH5A1,ALDH7A1,ALDH9A1,BDH1,BDH2,ECHS1,EHHADH,GAD1,GAD2,HADH,HADHA,HMGCL,HMGCS1,HMGCS2,L2HGDH,OXCT1,OXCT2,PDHA1,PDHA2,PDHB"	"KEGG_BUTANOATE_METABOLISM"	151	6295	6144	17	830	813	0.626376040911533	0.850851153610512	0.480308747506672	1.41745921547827	1	677
"KEGG_CALCIUM_SIGNALING_PATHWAY"	"ADCY1,ADCY2,ADCY3,ADCY4,ADCY7,ADCY8,ADCY9,ADORA2A,ADORA2B,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ADRB3,AGTR1,ATP2A1,ATP2A2,ATP2A3,ATP2B1,ATP2B2,ATP2B3,ATP2B4,AVPR1A,AVPR1B,BDKRB1,BDKRB2,BST1,CACNA1A,CACNA1B,CACNA1C,CACNA1D,CACNA1E,CACNA1F,CACNA1G,CACNA1H,CACNA1I,CACNA1S,CALM1,CALM2,CALM3,CALML3,CALML5,CALML6,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CCKAR,CCKBR,CD38,CHP1,CHP2,CHRM1,CHRM2,CHRM3,CHRM5,CHRNA7,CYSLTR1,CYSLTR2,DRD1,DRD5,EDNRA,EDNRB,EGFR,ERBB2,ERBB3,ERBB4,F2R,GNA11,GNA14,GNA15,GNAL,GNAQ,GNAS,GRIN1,GRIN2A,GRIN2C,GRIN2D,GRM1,GRM5,GRPR,HRH1,HRH2,HTR2A,HTR2B,HTR2C,HTR4,HTR5A,HTR6,HTR7,ITPKA,ITPKB,ITPR1,ITPR2,ITPR3,LHCGR,LTB4R2,MYLK,MYLK2,MYLK3,NOS1,NOS2,NOS3,NTSR1,OXTR,P2RX1,P2RX2,P2RX3,P2RX4,P2RX5,P2RX6,P2RX7,PDE1A,PDE1B,PDE1C,PDGFRA,PDGFRB,PHKA1,PHKA2,PHKB,PHKG1,PHKG2,PLCB1,PLCB2,PLCB3,PLCB4,PLCD1,PLCD3,PLCD4,PLCE1,PLCG1,PLCG2,PLCZ1,PLN,PPID,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKACA,PRKACB,PRKACG,PRKCA,PRKCB,PRKCG,PRKX,PTAFR,PTGER1,PTGER3,PTGFR,PTK2B,RYR1,RYR2,RYR3,SLC25A31,SLC25A4,SLC25A5,SLC25A6,SLC8A1,SLC8A2,SLC8A3,SPHK1,SPHK2,TACR1,TACR2,TACR3,TBXA2R,TNNC1,TNNC2,TRHR,TRPC1,VDAC1,VDAC2,VDAC2P5,VDAC3"	"KEGG_CALCIUM_SIGNALING_PATHWAY"	340	6295	5955	46	830	784	0.870337561410254	1.02764809522582	0.731619535437881	1.41545246150193	1	677
"KEGG_CARDIAC_MUSCLE_CONTRACTION"	"ACTC1,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,ATP1B4,ATP2A2,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CACNA2D1,CACNA2D2,CACNA2D3,CACNA2D4,CACNB1,CACNB2,CACNB3,CACNB4,CACNG1,CACNG2,CACNG3,CACNG4,CACNG5,CACNG6,CACNG7,CACNG8,COX4I1,COX4I2,COX5A,COX5B,COX6A1,COX6A2,COX6B1,COX6B2,COX6C,COX6CP3,COX7A1,COX7A2,COX7A2L,COX7B,COX7B2,COX7C,COX8A,COX8C,CYC1,FXYD2,MT-CO1,MT-CO2,MT-CO3,MT-CYB,MYH6,MYH7,MYL2,MYL3,RYR2,SLC8A1,SLC9A1,SLC9A6,TNNC1,TNNI3,TNNT2,TPM1,TPM2,TPM3,TPM4,UQCR10,UQCR10P1,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRH,UQCRHL,UQCRQ"	"KEGG_CARDIAC_MUSCLE_CONTRACTION"	146	6295	6149	13	830	817	0.20986201612627	0.670184435662951	0.34685386945834	1.18935365289206	1	677
"KEGG_CELL_ADHESION_MOLECULES_CAMS"	"ALCAM,CADM1,CADM3,CD2,CD22,CD226,CD274,CD276,CD28,CD34,CD4,CD40,CD40LG,CD58,CD6,CD80,CD86,CD8A,CD8B,CD99,CDH1,CDH15,CDH2,CDH3,CDH4,CDH5,CLDN1,CLDN10,CLDN11,CLDN14,CLDN15,CLDN16,CLDN17,CLDN18,CLDN19,CLDN2,CLDN20,CLDN22,CLDN23,CLDN3,CLDN4,CLDN5,CLDN6,CLDN7,CLDN8,CLDN9,CNTN1,CNTN2,CNTNAP1,CNTNAP2,CTLA4,ESAM,F11R,GLG1,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,ICAM1,ICAM2,ICAM3,ICOS,ICOSLG,ITGA4,ITGA6,ITGA8,ITGA9,ITGAL,ITGAM,ITGAV,ITGB1,ITGB2,ITGB7,ITGB8,JAM2,JAM3,L1CAM,MADCAM1,MAG,MPZ,MPZL1,NCAM1,NCAM2,NECTIN1,NECTIN2,NECTIN3,NEGR1,NEO1,NFASC,NLGN1,NLGN2,NLGN3,NLGN4X,NRCAM,NRXN1,NRXN2,NRXN3,OCLN,PDCD1,PDCD1LG2,PECAM1,PTPRC,PTPRF,PTPRM,PVR,SDC1,SDC2,SDC3,SDC4,SELE,SELL,SELP,SELPLG,SIGLEC1,SPN,VCAM1,VCAN"	"KEGG_CELL_ADHESION_MOLECULES_CAMS"	99	6295	6196	21	830	809	0.060051451744656	1.62446189228752	0.957547249874836	2.63868450165164	1	677
"KEGG_CHEMOKINE_SIGNALING_PATHWAY"	"ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,AKT1,AKT2,AKT3,ARRB1,ARRB2,BCAR1,BRAF,CCL1,CCL11,CCL13,CCL14,CCL15,CCL16,CCL17,CCL18,CCL19,CCL2,CCL20,CCL21,CCL22,CCL23,CCL24,CCL25,CCL26,CCL27,CCL28,CCL3,CCL3L3,CCL4,CCL4L2,CCL5,CCL7,CCL8,CCR1,CCR10,CCR2,CCR3,CCR4,CCR5,CCR6,CCR7,CCR8,CCR9,CDC42,CHUK,CRK,CRKL,CSK,CX3CL1,CX3CR1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL14,CXCL16,CXCL2,CXCL3,CXCL5,CXCL6,CXCL8,CXCL9,CXCR1,CXCR2,CXCR3,CXCR4,CXCR5,CXCR6,DOCK2,ELMO1,FGR,FOXO3,GNAI1,GNAI2,GNAI3,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,GRB2,GRK1,GRK2,GRK3,GRK4,GRK5,GRK6,GRK7,GSK3A,GSK3B,HCK,HRAS,IKBKB,IKBKG,ITK,JAK2,JAK3,KRAS,LYN,MAP2K1,MAPK1,MAPK3,NCF1,NFKB1,NFKBIA,NFKBIB,NRAS,PAK1,PARD3,PF4,PF4V1,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PLCB1,PLCB2,PLCB3,PLCB4,PPBP,PPBPP1,PREX1,PRKACA,PRKACB,PRKACG,PRKCB,PRKCD,PRKCZ,PRKX,PTK2,PTK2B,PXN,RAC1,RAC2,RAF1,RAP1A,RAP1B,RASGRP2,RELA,RHOA,ROCK1,ROCK2,SHC1,SHC2,SHC3,SHC4,SOS1,SOS2,STAT1,STAT2,STAT3,STAT5B,TIAM1,TIAM2,VAV1,VAV2,VAV3,WAS,WASL,XCL1,XCL2,XCR1"	"KEGG_CHEMOKINE_SIGNALING_PATHWAY"	126	6295	6169	22	830	808	0.242104932684279	1.33301542616463	0.801828481657168	2.12280022457385	1	677
"KEGG_CIRCADIAN_RHYTHM_MAMMAL"	"BHLHE40,BHLHE41,BMAL1,CLOCK,CRY1,CRY2,CSNK1D,CSNK1E,NPAS2,NR1D1,PER1,PER2,PER3"	"KEGG_CIRCADIAN_RHYTHM_MAMMAL"	11	6295	6284	2	830	828	0.657257477392953	1.37981073507975	0.148393081834127	6.33882600295754	1	677
"KEGG_CITRATE_CYCLE_TCA_CYCLE"	"ACLY,ACO1,ACO2,CS,DLAT,DLD,DLST,FH,IDH1,IDH2,IDH3A,IDH3B,IDH3G,MDH1,MDH2,OGDH,OGDHL,PC,PCK1,PCK2,PDHA1,PDHA2,PDHB,SDHA,SDHB,SDHC,SDHD,SUCLA2,SUCLG1,SUCLG2,SUCLG2P2"	"KEGG_CITRATE_CYCLE_TCA_CYCLE"	107	6295	6188	17	830	813	0.478934038930926	1.20923841771383	0.675711983986034	2.04123129261691	1	677
"KEGG_COLORECTAL_CANCER"	"AKT1,AKT2,AKT3,APC,APC2,APPL1,ARAF,AXIN1,AXIN2,BAD,BAX,BCL2,BIRC5,BRAF,CASP3,CASP9,CCND1,CTNNB1,CYCS,DCC,FOS,GSK3B,JUN,KRAS,LEF1,MAP2K1,MAPK1,MAPK10,MAPK3,MAPK8,MAPK9,MLH1,MSH2,MSH3,MSH6,MYC,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R5,RAC1,RAC2,RAC3,RAF1,RALGDS,RHOA,SMAD2,SMAD3,SMAD4,TCF7,TCF7L1,TCF7L2,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TP53"	"KEGG_COLORECTAL_CANCER"	104	6295	6191	26	830	804	0.00527685482452219	1.92492315481385	1.1939909538043	3.00362918652506	1	677
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES"	"A2M,BDKRB1,BDKRB2,C1QA,C1QB,C1QC,C1R,C1S,C2,C3,C3AR1,C4A,C4B,C4BPA,C4BPB,C5,C5AR1,C6,C7,C8A,C8B,C8G,C9,CD46,CD55,CD59,CFB,CFD,CFH,CFI,CPB2,CR1,CR2,F10,F11,F12,F13A1,F13B,F2,F2R,F3,F5,F7,F8,F9,FGA,FGB,FGG,KLKB1,KNG1,MASP1,MASP2,MBL2,PLAT,PLAU,PLAUR,PLG,PROC,PROS1,SERPINA1,SERPINA5,SERPINC1,SERPIND1,SERPINE1,SERPINF2,SERPING1,TFPI,THBD,VWF"	"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES"	336	6295	5959	37	830	793	0.319764017931719	0.827510684152911	0.568027922768569	1.1749524849294	1	677
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM"	"ADI1,AHCY,AHCYL1,AHCYL2,AMD1,APIP,BHMT,CBS,CDO1,CTH,DNMT1,DNMT3A,DNMT3B,DNMT3L,ENOPH1,GOT1,GOT2,IL4I1,LDHA,LDHAL6A,LDHAL6B,LDHB,LDHC,MAT1A,MAT2A,MAT2B,MPST,MTAP,MTR,SDS,SMS,SRM,TAT,TRDMT1"	"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM"	63	6295	6232	3	830	827	0.0808249504394943	0.358876283254149	0.0719138580477702	1.10182420165899	1	677
