#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG00103	EUR	EUR	0	0	0.0065	0	0.9935	0.298	10.8127	-5.9641	9.1774	3.9691	NA	NA	NA	NA	NA
NA19210	AFR	AFR	0	1	0	0	0	63.6789	-17.6557	0.5985	1.7986	1.1614	NA	NA	NA	NA	NA
HG01572	AMR	AMR	0	0	1	0	0	-7.1347	-21.7848	-24.2799	-37.2055	1.3041	NA	NA	NA	NA	NA
HG03577	AFR	AFR	0	0.9998	2e-4	0	0	63.278	-16.8649	0.7246	1.6163	-0.3681	NA	NA	NA	NA	NA
HG03198	AFR	AFR	0	0.9999	1e-4	0	0	62.0484	-17.5291	0.7116	0.864	1.2455	NA	NA	NA	NA	NA
HG00384	EUR	EUR	0	0	0.0043	0	0.9957	-1.9855	9.4429	-4.9207	7.8096	-2.5966	NA	NA	NA	NA	NA
HG00328	EUR	EUR	0	0	0.0045	0	0.9955	-0.7298	10.2803	-6.8508	9.3712	-1.3469	NA	NA	NA	NA	NA
HG01378	AMR	AMR	0	0.0068	0.9932	0	0	1.0851	-4.6683	-11.9224	-8.4803	1.4695	NA	NA	NA	NA	NA
HG03640	SAS	SAS	0	0	0	1	0	0.8412	-8.32	17.5926	-4.4417	-2.6035	NA	NA	NA	NA	NA
NA20849	SAS	SAS	0	0	0	1	0	0.688	-6.7929	18.8055	-4.6395	4.3416	NA	NA	NA	NA	NA
HG02737	SAS	SAS	0	0	0	1	0	-0.0501	-1.0424	11.148	-2.2977	2.3987	NA	NA	NA	NA	NA
HG00342	EUR	EUR	0	0	0.1015	0	0.8985	-2.0389	7.5845	-4.7623	10.7956	0.4811	NA	NA	NA	NA	NA
HG00378	EUR	EUR	0	0	0.0074	0	0.9926	-0.8263	9.6196	-7.0597	7.9908	-0.3648	NA	NA	NA	NA	NA
HG01537	EUR	EUR	2e-4	0	0.1478	0	0.852	0.2204	12.3635	-4.7799	8.0257	1.3353	NA	NA	NA	NA	NA
HG00308	EUR	EUR	0	0	0.0109	0	0.9891	-0.8969	8.4545	-5.3451	6.5568	-3.9892	NA	NA	NA	NA	NA
HG01073	AMR	AMR	0	0.0012	0.9981	1e-4	7e-4	5.7683	4.0413	-7.3009	1.9398	1.111	NA	NA	NA	NA	NA
HG00255	EUR	EUR	0	0	0.0092	0	0.9908	-0.6887	11.2849	-5.6234	10.0303	1.7703	NA	NA	NA	NA	NA
HG03410	AFR	AFR	0	0.9998	2e-4	0	0	63.4227	-17.9909	0.7405	0.3016	0.4247	NA	NA	NA	NA	NA
HG00593	EAS	EAS	1	0	0	0	0	-8.1295	-45.6645	-2.7502	8.6101	-0.5854	NA	NA	NA	NA	NA
NA19088	EAS	EAS	1	0	0	0	0	-8.0114	-43.187	-2.4077	6.1129	-4.2776	NA	NA	NA	NA	NA
HG00641	AMR	AMR	0	0.0042	0.9952	0	6e-4	4.807	3.4377	-6.262	0.8266	0.5981	NA	NA	NA	NA	NA
HG03394	AFR	AFR	0	0.9999	1e-4	0	0	63.8166	-16.9056	0.3515	1.5891	2.4859	NA	NA	NA	NA	NA
NA19038	AFR	AFR	0	0.9999	1e-4	0	0	60.235	-16.91	-0.3832	2.3252	1.4645	NA	NA	NA	NA	NA
HG02219	EUR	EUR	0	0	0.0135	0	0.9865	3.0506	13.3584	-6.1686	8.6534	-1.7771	NA	NA	NA	NA	NA
HG02017	EAS	EAS	1	0	0	0	0	-5.7118	-41.8839	0.5866	7.3172	4.3511	NA	NA	NA	NA	NA
HG01183	EUR	AMR	3e-4	0	0.3612	0	0.6385	7.6792	1.8864	-8.0766	2.2212	-0.8826	NA	NA	NA	NA	NA
NA18912	AFR	AFR	0	0.9999	1e-4	0	0	62.4655	-18.9229	-0.5284	0.8552	-0.2092	NA	NA	NA	NA	NA
HG03103	AFR	AFR	0	0.9996	4e-4	0	0	63.392	-17.8078	0.0522	1.9517	-1.0489	NA	NA	NA	NA	NA
NA20351	AFR	AFR	0	0.9943	0.0057	0	0	43.789	-8.5091	-1.7749	4.1745	-0.7461	NA	NA	NA	NA	NA
HG03593	SAS	SAS	0	0	0	1	0	-0.1946	-10.6484	16.2464	-4.6854	-0.7832	NA	NA	NA	NA	NA
HG03304	AFR	AFR	0	0.9999	1e-4	0	0	62.6492	-18.3889	-0.6221	1.6591	1.5567	NA	NA	NA	NA	NA
HG03479	AFR	AFR	0	0.9997	3e-4	0	0	62.4167	-18.6928	-1.2576	1.4685	1.0188	NA	NA	NA	NA	NA
NA19725	AMR	AMR	0	0.0011	0.9878	3e-4	0.0108	0.8686	-1.4627	-12.8459	-5.9429	-1.2553	NA	NA	NA	NA	NA
HG01437	EUR	AMR	0	0	0.07	0	0.93	0.9962	8.4118	-5.7018	4.0952	-1.2056	NA	NA	NA	NA	NA
NA19794	AMR	AMR	2e-4	9e-4	0.8652	2e-4	0.1335	2.0085	1.4896	-9.4173	-5.9353	-0.55	NA	NA	NA	NA	NA
NA19372	AFR	AFR	0	0.9999	1e-4	0	0	60.3197	-16.1948	0.6594	1.621	-0.002	NA	NA	NA	NA	NA
HG00288	EUR	EUR	0	0	0.0152	0	0.9848	-1.7117	8.0537	-4.868	8.0523	-4.1033	NA	NA	NA	NA	NA
HG03624	SAS	SAS	0	0	0	1	0	1.0667	0.0427	14.1856	-3.1111	3.0909	NA	NA	NA	NA	NA
NA20521	EUR	EUR	0	0	0.0012	0	0.9988	1.4554	12.0124	-2.0349	7.3232	1.3584	NA	NA	NA	NA	NA
HG04182	SAS	SAS	0	0	0	1	0	0.199	-12.2102	18.6836	-2.1518	0.7272	NA	NA	NA	NA	NA
NA19726	AMR	AMR	0	0.0068	0.9932	0	0	-3.7364	-11.3435	-15.152	-19.2079	1.2078	NA	NA	NA	NA	NA
HG00323	EUR	EUR	0	0	0.0114	0	0.9886	-1.1348	9.8132	-5.6719	8.4305	-5.5853	NA	NA	NA	NA	NA
NA20775	EUR	EUR	0	0	0.0011	0	0.9989	2.9721	12.7294	-3.0435	8.663	2.5181	NA	NA	NA	NA	NA
NA18983	EAS	EAS	1	0	0	0	0	-8.2986	-44.0445	-3.4807	5.6525	-1.1285	NA	NA	NA	NA	NA
HG03558	AFR	AFR	0	0.9987	0.0013	0	0	61.9351	-18.6762	0.0751	0.2255	1.7001	NA	NA	NA	NA	NA
NA18947	EAS	EAS	0.9998	0	2e-4	0	0	-7.6617	-43.0024	-2.34	6.6422	-1.0296	NA	NA	NA	NA	NA
HG01914	AFR	AFR	0	0.9995	5e-4	0	0	54.0604	-12.9064	-0.1416	1.225	0.8475	NA	NA	NA	NA	NA
NA19429	AFR	AFR	0	0.9996	4e-4	0	0	60.578	-17.6338	1.0093	1.271	2.269	NA	NA	NA	NA	NA
NA19676	EUR	AMR	0	0	0.2927	0	0.7073	0.9426	0.0605	-9.05	-5.7074	-2.3858	NA	NA	NA	NA	NA
HG02371	EAS	EAS	1	0	0	0	0	-7.7787	-45.4366	-2.2999	7.2817	6.8809	NA	NA	NA	NA	NA
NA18867	AFR	AFR	0	0.9999	1e-4	0	0	62.7542	-17.6386	0.1896	2.0494	1.4388	NA	NA	NA	NA	NA
NA12778	EUR	EUR	0	0	0.0902	0	0.9098	0.4006	13.4957	-7.8394	9.3573	1.0287	NA	NA	NA	NA	NA
HG03049	AFR	AFR	0	0.9989	0.0011	0	0	61.192	-17.2039	-0.6374	2.2667	1.788	NA	NA	NA	NA	NA
HG01072	AMR	AMR	0	4e-4	0.9917	0	0.008	5.0866	4.9351	-6.2876	-0.1828	-2.5135	NA	NA	NA	NA	NA
HG00717	EAS	EAS	1	0	0	0	0	-7.1537	-44.7999	-2.5118	7.0364	3.5193	NA	NA	NA	NA	NA
HG02127	EAS	EAS	1	0	0	0	0	-7.114	-42.9073	0.8595	6.7156	6.4095	NA	NA	NA	NA	NA
HG01435	AMR	AMR	0	0.0014	0.9986	0	0	-0.3606	-7.2319	-13.7285	-14.7472	2.917	NA	NA	NA	NA	NA
HG00614	EAS	EAS	1	0	0	0	0	-5.963	-43.4124	-2.6147	8.3823	0.9055	NA	NA	NA	NA	NA
HG00176	AMR	EUR	0	0	0.6176	0	0.3824	-3.7939	8.1281	-6.817	7.6691	-2.0854	NA	NA	NA	NA	NA
NA19113	AFR	AFR	0	0.9999	1e-4	0	0	63.0983	-17.9803	0.8614	1.8593	1.077	NA	NA	NA	NA	NA
NA12890	EUR	EUR	0	0	0.0248	0	0.9752	-0.1492	12.154	-5.3724	9.0383	-0.6352	NA	NA	NA	NA	NA
HG03777	SAS	SAS	0	0	0	1	0	1.7126	-6.9981	18.2013	-4.8522	4.1424	NA	NA	NA	NA	NA
HG02315	AFR	AFR	0	0.9988	0.0012	0	0	55.0097	-13.672	-0.6475	1.0514	5.158	NA	NA	NA	NA	NA
HG03224	AFR	AFR	0	0.9995	5e-4	0	0	62.7605	-17.4019	-1.7133	1.6531	-0.2097	NA	NA	NA	NA	NA
NA12748	EUR	EUR	0	0	5e-4	0	0.9995	-1.213	11.6525	-5.9536	9.0837	2.9907	NA	NA	NA	NA	NA
NA19917	AFR	AFR	0	0.9996	4e-4	0	0	56.4399	-15.6585	-1.6324	3.1732	-2.7971	NA	NA	NA	NA	NA
HG02332	AFR	AFR	0	0.999	0.001	0	0	56.2622	-15.3994	-0.0016	2.0327	0.6942	NA	NA	NA	NA	NA
NA18550	EAS	EAS	1	0	0	0	0	-9.2707	-43.1091	-2.0633	7.3809	1.4809	NA	NA	NA	NA	NA
HG00139	EUR	EUR	0	0	0.0075	0	0.9925	1.1916	12.7432	-6.4608	10.4665	-0.0783	NA	NA	NA	NA	NA
HG01915	AFR	AFR	0	0.9991	9e-4	0	0	58.9019	-15.1569	-1.115	1.7588	-0.1433	NA	NA	NA	NA	NA
NA07347	EUR	EUR	0	0	0.0032	0	0.9968	0.6737	14.6914	-5.4336	8.9066	2.6536	NA	NA	NA	NA	NA
HG03469	AFR	AFR	0	0.9999	1e-4	0	0	63.5777	-17.4891	-1.0741	2.2773	0.715	NA	NA	NA	NA	NA
HG01302	AMR	AMR	0	2e-4	0.9998	0	0	6.7958	1.9886	-7.0082	-1.3493	4.0076	NA	NA	NA	NA	NA
HG01389	AMR	AMR	0	0	0.9993	0	6e-4	4.1663	6.235	-7.4735	0.1903	3.6115	NA	NA	NA	NA	NA
HG00336	EUR	EUR	0	0	0.0127	0	0.9873	-0.5457	9.8329	-5.4787	8.1907	-6.032	NA	NA	NA	NA	NA
NA20759	EUR	EUR	0	0	0.0113	2e-4	0.9886	1.2937	11.0037	-3.4137	7.7904	4.4513	NA	NA	NA	NA	NA
HG03391	AFR	AFR	0	0.997	0.003	0	0	62.5313	-19.1673	1.0004	1.1114	1.9325	NA	NA	NA	NA	NA
HG01882	AFR	AFR	0	0.9988	0.0012	0	0	60.3588	-16.7665	-1.9412	0.7721	0.2337	NA	NA	NA	NA	NA
HG01459	AMR	AMR	3e-4	0.0159	0.9838	0	0	1.3803	-4.218	-12.6403	-9.0309	1.2593	NA	NA	NA	NA	NA
NA06984	EUR	EUR	0	0	0.0015	0	0.9985	0.1022	12.1384	-5.9274	9.8201	1.4763	NA	NA	NA	NA	NA
HG02792	SAS	SAS	0	0	0	1	0	0.7428	-8.9102	18.9168	-3.4607	1.6678	NA	NA	NA	NA	NA
NA18957	EAS	EAS	1	0	0	0	0	-7.1645	-43.2379	-2.6111	7.1609	-7.707	NA	NA	NA	NA	NA
HG02721	AFR	AFR	0	0.9999	1e-4	0	0	62.0424	-18.7827	-0.2825	0.4717	2.3279	NA	NA	NA	NA	NA
HG01789	EUR	EUR	0	0	0.0132	0	0.9868	-1.0311	12.9037	-6.6084	10.3335	2.2064	NA	NA	NA	NA	NA
NA18579	EAS	EAS	1	0	0	0	0	-6.55	-43.6809	-2.2887	7.1713	-0.9079	NA	NA	NA	NA	NA
NA18876	AFR	AFR	0	0.9979	0.0021	0	0	62.9331	-17.8589	-0.1044	0.8883	2.3895	NA	NA	NA	NA	NA
NA19080	EAS	EAS	1	0	0	0	0	-7.8069	-43.7181	-3.5303	7.8195	-6.2884	NA	NA	NA	NA	NA
HG01550	AMR	AMR	0	4e-4	0.9993	0	3e-4	2.4805	1.5085	-8.2237	-1.6498	4.0614	NA	NA	NA	NA	NA
HG02029	EAS	EAS	1	0	0	0	0	-7.1168	-43.969	-1.6986	8.0335	2.0496	NA	NA	NA	NA	NA
HG00445	EAS	EAS	1	0	0	0	0	-7.0834	-43.7706	-2.0959	6.8742	-1.9109	NA	NA	NA	NA	NA
HG01890	AFR	AFR	0	0.9996	4e-4	0	0	54.424	-14.844	0.0941	2.6157	2.3629	NA	NA	NA	NA	NA
HG00125	EUR	EUR	0	0	0.2878	0	0.7122	0.2684	12.1437	-7.0972	9.0516	1.7278	NA	NA	NA	NA	NA
HG01746	EUR	EUR	0	0	0.031	0	0.969	0.3065	11.2457	-5.0672	11.4749	3.327	NA	NA	NA	NA	NA
NA19062	EAS	EAS	0.9981	0	0.0019	0	0	-6.7957	-42.4511	-3.0606	5.1854	-8.9158	NA	NA	NA	NA	NA
NA20340	AFR	AFR	0	0.9862	0.0138	0	0	53.1397	-13.8602	-0.2017	2.3504	1.3832	NA	NA	NA	NA	NA
HG01507	EUR	EUR	0	0	0.001	0	0.999	1.5265	11.0825	-6.1927	10.0659	-0.1196	NA	NA	NA	NA	NA
NA18531	EAS	EAS	1	0	0	0	0	-8.6382	-43.8971	-2.522	6.373	-0.7529	NA	NA	NA	NA	NA
NA12813	EUR	EUR	0	0	3e-4	0	0.9997	-0.2105	12.6658	-5.1415	8.1392	-2.5473	NA	NA	NA	NA	NA
HG01344	AMR	AMR	1e-4	0.043	0.9569	0	0	0.6991	-2.5291	-10.7664	-10.024	3.1323	NA	NA	NA	NA	NA
NA11843	EUR	EUR	0	0	0.2397	0	0.7603	0.12	13.4669	-4.8753	9.5527	-1.2112	NA	NA	NA	NA	NA
HG00565	EAS	EAS	1	0	0	0	0	-6.7083	-45.5065	-2.4641	8.3541	0.0886	NA	NA	NA	NA	NA
HG00118	EUR	EUR	0	0	0.0039	0	0.9961	0.7564	13.0469	-5.8471	9.1168	-1.31	NA	NA	NA	NA	NA
HG01808	EAS	EAS	1	0	0	0	0	-8.7525	-43.2966	-1.2694	8.1111	5.4515	NA	NA	NA	NA	NA
NA07357	EUR	EUR	0	0	0.0034	0	0.9966	-0.3219	13.1633	-5.5136	8.6436	5.6755	NA	NA	NA	NA	NA
HG01281	AMR	AMR	0	0.002	0.9978	0	2e-4	-0.4839	3.1085	-9.2288	-1.8496	4.9789	NA	NA	NA	NA	NA
HG00309	EUR	EUR	0	0	0.3455	0	0.6544	-0.2181	8.8265	-4.5264	7.2688	-4.9417	NA	NA	NA	NA	NA
NA20814	EUR	EUR	1e-4	0	0.0318	0.0072	0.9608	1.6945	11.103	-4.0282	10.1665	3.5446	NA	NA	NA	NA	NA
NA19473	AFR	AFR	0	0.9979	0.0021	0	0	59.462	-16.4318	0.0441	1.7063	2.8192	NA	NA	NA	NA	NA
NA19468	AFR	AFR	0	0.9992	8e-4	0	0	59.0698	-17.4337	-0.3132	2.5343	-0.438	NA	NA	NA	NA	NA
NA18624	EAS	EAS	1	0	0	0	0	-8.1373	-43.0176	-2.6404	8.0981	-7.8993	NA	NA	NA	NA	NA
HG03202	AFR	AFR	0	0.9998	2e-4	0	0	62.9353	-18.303	0.9194	1.7407	0.8108	NA	NA	NA	NA	NA
HG03499	AFR	AFR	0	0.9999	1e-4	0	0	62.6061	-17.84	-0.0389	0.3685	0.4062	NA	NA	NA	NA	NA
NA19434	AFR	AFR	0	0.9997	3e-4	0	0	60.178	-17.3051	-0.3853	1.9347	0.5159	NA	NA	NA	NA	NA
NA18945	EAS	EAS	1	0	0	0	0	-7.302	-42.4979	-3.6411	5.9562	-3.8039	NA	NA	NA	NA	NA
HG01850	EAS	EAS	1	0	0	0	0	-5.8272	-44.5153	-2.2852	8.3275	4.3213	NA	NA	NA	NA	NA
HG01162	AMR	AMR	0	0.0016	0.9955	0.0013	0.0015	5.5555	3.9091	-7.3455	-0.4029	5.08	NA	NA	NA	NA	NA
HG02943	AFR	AFR	0	0.9996	4e-4	0	0	62.1965	-18.2696	0.6009	2.511	-0.0309	NA	NA	NA	NA	NA
HG00243	EUR	EUR	0	0	0.0097	0	0.9903	-0.2284	13.5785	-5.6336	8.9876	0.836	NA	NA	NA	NA	NA
HG03129	AFR	AFR	0	1	0	0	0	64.3014	-18.8879	-0.9563	3.1425	-0.2401	NA	NA	NA	NA	NA
NA20786	EUR	EUR	0	0	0.0929	0	0.9071	0.8572	11.0719	-4.6012	7.3502	0.301	NA	NA	NA	NA	NA
HG03123	AFR	AFR	0	1	0	0	0	63.1512	-18.6909	0.4779	1.8837	1.8847	NA	NA	NA	NA	NA
HG03451	AFR	AFR	0	0.9994	6e-4	0	0	62.6652	-18.8572	-1.1968	2.9485	0.2669	NA	NA	NA	NA	NA
NA18933	AFR	AFR	0	0.9976	0.0024	0	0	63.7306	-18.7558	-1.1003	1.8627	0.9623	NA	NA	NA	NA	NA
NA19159	AFR	AFR	0	0.9989	0.0011	0	0	62.7403	-17.447	0.251	0.6833	1.5767	NA	NA	NA	NA	NA
HG02508	AFR	AFR	0	0.9993	7e-4	0	0	56.9554	-15.4973	-0.6167	1.2741	1.0293	NA	NA	NA	NA	NA
HG03919	SAS	SAS	0	0	0	1	0	0.7836	-8.2282	16.3434	-4.341	1.7454	NA	NA	NA	NA	NA
HG01859	EAS	EAS	1	0	0	0	0	-5.9863	-43.4651	-1.1611	8.259	5.6837	NA	NA	NA	NA	NA
HG01353	AMR	AMR	0	0	0.9023	0	0.0976	1.5366	3.769	-7.8549	1.7453	3.7259	NA	NA	NA	NA	NA
HG00266	AMR	EUR	0	1e-4	0.6501	0	0.3498	-0.0333	9.3433	-5.9144	7.5261	-2.3254	NA	NA	NA	NA	NA
HG00362	EUR	EUR	0	0	0.0831	0	0.9169	-0.5429	9.3751	-5.378	8.6732	-3.4937	NA	NA	NA	NA	NA
HG03790	SAS	SAS	0	0	0	1	0	1.0494	-7.9414	21.5574	-5.3604	-3.3245	NA	NA	NA	NA	NA
HG04173	SAS	SAS	0	0	0	1	0	1.0486	-11.1459	16.5073	-3.3236	2.3706	NA	NA	NA	NA	NA
HG01982	AMR	AMR	0	4e-4	0.9996	0	0	-5.2574	-17.727	-18.6824	-28.1859	3.4828	NA	NA	NA	NA	NA
HG03858	SAS	SAS	0	0	0	1	0	1.6642	-9.4973	19.6268	-4.045	1.4835	NA	NA	NA	NA	NA
HG03955	SAS	SAS	0	0	0	1	0	1.1237	-10.1926	19.7673	-5.6671	1.5672	NA	NA	NA	NA	NA
HG03950	SAS	SAS	0	0	0	1	0	1.9259	-8.7496	19.9715	-4.521	0.4795	NA	NA	NA	NA	NA
NA20287	AFR	AFR	0	0.998	0.002	0	0	50.6119	-11.9435	-0.4331	3.1019	3.2652	NA	NA	NA	NA	NA
HG02660	SAS	SAS	0	0	0	1	0	1.9243	-1.3585	12.4551	-3.0649	0.3865	NA	NA	NA	NA	NA
NA20811	EUR	EUR	0	0	0.0406	0	0.9594	2.0608	14.0421	-3.3522	7.1226	1.7243	NA	NA	NA	NA	NA
NA18612	EAS	EAS	0.9999	0	1e-4	0	0	-5.1759	-42.7569	-4.4054	7.2387	-4.1246	NA	NA	NA	NA	NA
HG03378	AFR	AFR	0	0.9998	2e-4	0	0	62.1921	-18.5021	0.4608	1.3907	-0.9767	NA	NA	NA	NA	NA
NA18559	EAS	EAS	1	0	0	0	0	-7.4908	-43.786	-2.5668	7.3652	-1.7928	NA	NA	NA	NA	NA
HG00740	AMR	AMR	0	0	0.9989	0	0.0011	6.015	2.7218	-7.5414	2.7683	6.4399	NA	NA	NA	NA	NA
HG00380	EUR	EUR	0	0	0.0417	0	0.9583	0.1941	11.2083	-5.9164	7.5113	-2.4945	NA	NA	NA	NA	NA
HG03556	AFR	AFR	0	0.9999	1e-4	0	0	62.5746	-16.4133	-0.9355	2.732	2.5464	NA	NA	NA	NA	NA
HG02588	AFR	AFR	0	0.9987	0.0013	0	0	61.0381	-15.8041	-0.6751	1.401	1.2123	NA	NA	NA	NA	NA
HG04156	SAS	SAS	0	0	0	1	0	1.0274	-10.3079	15.0308	-4.1581	-0.1392	NA	NA	NA	NA	NA
NA18605	EAS	EAS	1	0	0	0	0	-7.9999	-43.9202	-2.3867	8.4863	-0.8968	NA	NA	NA	NA	NA
NA20767	EUR	EUR	0	0	1e-4	0	0.9999	2.6825	11.7374	-3.7936	9.3733	2.8957	NA	NA	NA	NA	NA
HG01990	AFR	AFR	0	0.9973	0.0027	0	0	56.1976	-14.5654	-1.7303	3.6373	2.1185	NA	NA	NA	NA	NA
HG00334	EUR	EUR	0	0	0.1737	0	0.8263	-1.3024	10.5391	-7.4027	9.6191	-0.8389	NA	NA	NA	NA	NA
HG01886	AFR	AFR	0	0.9979	0.0021	0	0	54.8144	-14.1099	0.0573	0.5391	2.3758	NA	NA	NA	NA	NA
HG01989	AFR	AFR	0	0.9991	9e-4	0	0	52.5603	-13.3747	-1.5123	3.851	0.0706	NA	NA	NA	NA	NA
HG03846	SAS	SAS	0	0	0	1	0	1.7917	-10.4538	19.7916	-4.5627	0.7995	NA	NA	NA	NA	NA
NA20858	SAS	SAS	0	0	0	1	0	1.9447	-1.3736	10.8506	-1.6305	2.6228	NA	NA	NA	NA	NA
HG02286	AMR	AMR	0	3e-4	0.9997	0	0	-5.7507	-15.1561	-19.0782	-25.7487	0.9455	NA	NA	NA	NA	NA
NA12761	EUR	EUR	0	0	0.1999	0	0.8001	1.8508	12.4281	-7.2497	10.0795	1.4207	NA	NA	NA	NA	NA
HG03279	AFR	AFR	0	0.9993	7e-4	0	0	63.4006	-18.3499	1.1362	0.2142	4.3175	NA	NA	NA	NA	NA
HG03771	SAS	SAS	0	0	0	1	0	0.5724	-10.198	19.0423	-6.055	-2.0421	NA	NA	NA	NA	NA
NA18558	EAS	EAS	1	0	0	0	0	-6.9113	-42.9329	-2.0308	5.3803	-3.6483	NA	NA	NA	NA	NA
NA18537	EAS	EAS	1	0	0	0	0	-7.9738	-43.1344	-2.1338	6.6825	-4.7128	NA	NA	NA	NA	NA
HG02010	AFR	AFR	0	0.9997	3e-4	0	0	53.4788	-12.0317	0.0145	4.4324	3.7443	NA	NA	NA	NA	NA
HG00123	AMR	EUR	1e-4	6e-4	0.5272	3e-4	0.4718	0.4243	12.7402	-6.0229	8.2013	-0.7033	NA	NA	NA	NA	NA
HG00187	EUR	EUR	0	0	0.0669	0	0.9331	0.7372	8.7528	-5.9835	6.5222	-3.7222	NA	NA	NA	NA	NA
NA21095	SAS	SAS	0	0	0	1	0	2.4087	-6.7267	18.0161	-5.5059	1.1825	NA	NA	NA	NA	NA
HG04235	SAS	SAS	0	0	0	1	0	1.6221	-8.1644	19.7225	-4.9037	2.5238	NA	NA	NA	NA	NA
HG00268	EUR	EUR	0	0	0.1738	0	0.8262	0.2203	8.8865	-5.4519	6.9024	-1.914	NA	NA	NA	NA	NA
HG00131	EUR	EUR	0	0	0.0039	0	0.9961	0.6839	12.2759	-4.7982	10.7306	0.2582	NA	NA	NA	NA	NA
HG03756	SAS	SAS	0	0	0	1	0	-0.5153	-8.553	18.4451	-4.7184	1.5351	NA	NA	NA	NA	NA
HG00113	EUR	EUR	0	0	0.0256	0	0.9744	-0.8482	12.6168	-5.9294	9.2751	4.0876	NA	NA	NA	NA	NA
HG01110	AMR	AMR	0	2e-4	0.9725	0	0.0273	7.5298	4.5162	-7.7008	2.1355	-0.4338	NA	NA	NA	NA	NA
HG02449	AFR	AFR	0	0.9977	0.0023	0	0	59.6256	-15.9507	0.3657	2.4443	-2.3512	NA	NA	NA	NA	NA
HG03844	SAS	SAS	0	0	0	1	0	1.7093	-7.6086	18.4795	-4.8929	4.7746	NA	NA	NA	NA	NA
HG03885	SAS	SAS	0	0	0	1	0	1.6845	-7.2354	20.7741	-6.3768	-1.7107	NA	NA	NA	NA	NA
NA12827	EUR	EUR	0	0	0.0999	0	0.9001	-0.9617	14.0069	-7.1665	7.71	4.2096	NA	NA	NA	NA	NA
HG03136	AFR	AFR	0	0.9996	4e-4	0	0	63.2185	-16.9141	-0.9415	0.7411	1.7277	NA	NA	NA	NA	NA
HG01879	AFR	AFR	0	0.9961	0.0039	0	0	50.438	-13.8037	-1.9569	3.0905	2.0577	NA	NA	NA	NA	NA
HG00096	EUR	EUR	0	0	0.0036	0	0.9964	0.9093	13.2699	-5.4426	9.2549	-0.4404	NA	NA	NA	NA	NA
HG03815	SAS	SAS	0	0	0	1	0	-0.5761	-11.0172	15.2387	-1.7837	1.7283	NA	NA	NA	NA	NA
HG03372	AFR	AFR	0	0.9997	3e-4	0	0	62.1699	-18.1148	0.6648	1.2854	2.0227	NA	NA	NA	NA	NA
HG03428	AFR	AFR	0	0.9999	1e-4	0	0	62.0956	-16.486	1.2372	1.5012	0.2316	NA	NA	NA	NA	NA
HG04070	SAS	SAS	0	0	0	1	0	0.9441	-8.0877	21.1007	-5.5606	-2.7543	NA	NA	NA	NA	NA
HG03157	AFR	AFR	0	0.9974	0.0026	0	0	63.3183	-19.6317	0.2466	2.1433	0.1509	NA	NA	NA	NA	NA
HG02687	SAS	SAS	0	0	0	1	0	2.8389	-7.862	19.1601	-4.6417	5.4725	NA	NA	NA	NA	NA
HG00556	EAS	EAS	1	0	0	0	0	-7.7307	-43.9174	-3.3757	9.7409	0.7272	NA	NA	NA	NA	NA
NA20752	EUR	EUR	0	0	0.0049	0	0.9951	2.6974	13.7675	-4.5928	10.1524	0.1811	NA	NA	NA	NA	NA
HG03812	SAS	SAS	0	0	0	1	0	1.8576	-12.6059	17.6076	-1.8403	2.4168	NA	NA	NA	NA	NA
NA19779	AMR	AMR	0	0.002	0.998	0	0	0.9758	-1.7684	-9.1533	-6.0281	2.2989	NA	NA	NA	NA	NA
HG03917	SAS	SAS	0	0	0	1	0	0.0882	-9.3348	18.1672	-3.6955	0.801	NA	NA	NA	NA	NA
HG03419	AFR	AFR	0	0.9998	2e-4	0	0	63.3066	-16.8155	-1.1234	1.5102	0.0277	NA	NA	NA	NA	NA
NA12045	EUR	EUR	0	0	0.0271	0	0.9729	0.7643	14.2373	-5.9035	9.503	1.2458	NA	NA	NA	NA	NA
HG00149	EUR	EUR	0	0	0.0023	0	0.9977	0.8058	12.4271	-5.7812	8.889	0.3331	NA	NA	NA	NA	NA
HG02604	SAS	SAS	0	0	0	1	0	1.6144	-1.4442	12.6506	-1.2234	0.923	NA	NA	NA	NA	NA
HG00128	EUR	EUR	0	0	0.0013	0	0.9987	-0.8188	13.8169	-4.6923	9.3554	1.2792	NA	NA	NA	NA	NA
HG01342	AMR	AMR	0	0.1226	0.8774	0	0	19.5944	-6.2345	-6.0195	-4.7961	3.6543	NA	NA	NA	NA	NA
HG02285	AMR	AMR	0	0.0012	0.9988	0	0	-3.9169	-16.2852	-21.6398	-29.6991	0.2406	NA	NA	NA	NA	NA
NA21107	SAS	SAS	0	0	0	1	0	1.0716	-4.3216	18.6205	-3.8995	-1.3363	NA	NA	NA	NA	NA
NA19747	AMR	AMR	0	0.0016	0.9984	0	0	-2.68	-8.2788	-14.3064	-15.2519	0.8228	NA	NA	NA	NA	NA
HG03867	SAS	SAS	0	0	0	1	0	1.196	-10.9752	21.148	-5.1878	-3.3085	NA	NA	NA	NA	NA
NA20774	EUR	EUR	0	0	0.0011	0	0.9989	1.8313	12.9725	-4.1394	8.0013	2.8422	NA	NA	NA	NA	NA
